Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Wed Jan 4 2023,8:00p,Portland Trail Blazers,106,Minnesota Timberwolves,113,Box Score,,15434,2:24,Target Center,
Wed Jan 4 2023,8:00p,Houston Rockets,108,New Orleans Pelicans,119,Box Score,,17295,2:09,Smoothie King Center,
Wed Jan 4 2023,10:00p,Detroit Pistons,122,Golden State Warriors,119,Box Score,,18064,2:11,Chase Center,
Wed Jan 4 2023,10:00p,Miami Heat,109,Los Angeles Lakers,112,Box Score,,18997,2:27,Crypto.com Arena,
Wed Jan 4 2023,10:00p,Atlanta Hawks,120,Sacramento Kings,117,Box Score,,17611,2:15,Golden 1 Center,
Thu Jan 5 2023,7:00p,Memphis Grizzlies,123,Orlando Magic,115,Box Score,,19184,2:18,Amway Center,
Thu Jan 5 2023,7:30p,Boston Celtics,124,Dallas Mavericks,95,Box Score,,20413,2:18,American Airlines Center,
Thu Jan 5 2023,8:00p,Utah Jazz,131,Houston Rockets,114,Box Score,,16320,2:08,Toyota Center,
Thu Jan 5 2023,10:00p,Los Angeles Clippers,91,Denver Nuggets,122,Box Score,,19087,2:06,Ball Arena,
Fri Jan 6 2023,7:00p,Portland Trail Blazers,99,Indiana Pacers,108,Box Score,,16548,2:12,Gainbridge Fieldhouse,
Fri Jan 6 2023,7:00p,Chicago Bulls,126,Philadelphia 76ers,112,Box Score,,20766,2:04,Wells Fargo Center,
Fri Jan 6 2023,7:30p,Brooklyn Nets,108,New Orleans Pelicans,102,Box Score,,18636,2:22,Smoothie King Center,
Fri Jan 6 2023,7:30p,New York Knicks,112,Toronto Raptors,108,Box Score,,19800,2:24,Scotiabank Arena,
Fri Jan 6 2023,8:00p,Charlotte Hornets,138,Milwaukee Bucks,109,Box Score,,17627,2:06,Fiserv Forum,
Fri Jan 6 2023,8:00p,Washington Wizards,110,Oklahoma City Thunder,127,Box Score,,14790,2:08,Paycom Center,
Fri Jan 6 2023,8:00p,Detroit Pistons,109,San Antonio Spurs,121,Box Score,,13107,2:09,AT&T Center,
Fri Jan 6 2023,9:00p,Cleveland Cavaliers,108,Denver Nuggets,121,Box Score,,19638,2:23,Ball Arena,
Fri Jan 6 2023,9:00p,Los Angeles Clippers,115,Minnesota Timberwolves,128,Box Score,,17136,2:18,Target Center,
Fri Jan 6 2023,10:00p,Miami Heat,104,Phoenix Suns,96,Box Score,,17071,2:27,Footprint Center,
Fri Jan 6 2023,10:30p,Atlanta Hawks,114,Los Angeles Lakers,130,Box Score,,18997,2:01,Crypto.com Arena,
Sat Jan 7 2023,6:00p,Boston Celtics,121,San Antonio Spurs,116,Box Score,,18354,2:08,AT&T Center,
Sat Jan 7 2023,8:00p,Utah Jazz,118,Chicago Bulls,126,Box Score,,21694,2:12,United Center,
Sat Jan 7 2023,8:00p,New Orleans Pelicans,117,Dallas Mavericks,127,Box Score,,20300,2:16,American Airlines Center,
Sat Jan 7 2023,8:30p,Orlando Magic,115,Golden State Warriors,101,Box Score,,18064,2:07,Chase Center,
Sat Jan 7 2023,10:00p,Los Angeles Lakers,136,Sacramento Kings,134,Box Score,,17611,2:31,Golden 1 Center,
Sun Jan 8 2023,3:00p,Philadelphia 76ers,123,Detroit Pistons,111,Box Score,,18898,2:11,Little Caesars Arena,
Sun Jan 8 2023,3:30p,Portland Trail Blazers,105,Toronto Raptors,117,Box Score,,19800,2:29,Scotiabank Arena,
Sun Jan 8 2023,5:00p,Charlotte Hornets,111,Indiana Pacers,116,Box Score,,15805,2:21,Gainbridge Fieldhouse,
Sun Jan 8 2023,6:00p,Utah Jazz,118,Memphis Grizzlies,123,Box Score,,17794,2:15,FedEx Forum,
Sun Jan 8 2023,6:00p,Brooklyn Nets,102,Miami Heat,101,Box Score,,19901,2:13,Kaseya Center,
Sun Jan 8 2023,7:00p,Minnesota Timberwolves,104,Houston Rockets,96,Box Score,,18055,2:09,Toyota Center,
Sun Jan 8 2023,7:00p,Dallas Mavericks,109,Oklahoma City Thunder,120,Box Score,,16317,2:17,Paycom Center,
Sun Jan 8 2023,8:00p,Cleveland Cavaliers,112,Phoenix Suns,98,Box Score,,17071,1:55,Footprint Center,
Sun Jan 8 2023,9:00p,Atlanta Hawks,112,Los Angeles Clippers,108,Box Score,,19068,2:12,Crypto.com Arena,
Mon Jan 9 2023,7:00p,New Orleans Pelicans,132,Washington Wizards,112,Box Score,,16223,2:18,Capital One Arena,
Mon Jan 9 2023,7:30p,Chicago Bulls,99,Boston Celtics,107,Box Score,,19156,2:02,TD Garden,
Mon Jan 9 2023,7:30p,Milwaukee Bucks,111,New York Knicks,107,Box Score,,18167,2:19,Madison Square Garden (IV),
Mon Jan 9 2023,8:00p,San Antonio Spurs,113,Memphis Grizzlies,121,Box Score,,16013,2:10,FedEx Forum,
Mon Jan 9 2023,9:00p,Los Angeles Lakers,109,Denver Nuggets,122,Box Score,,19609,2:10,Ball Arena,
Mon Jan 9 2023,10:00p,Orlando Magic,111,Sacramento Kings,136,Box Score,,16499,2:05,Golden 1 Center,
Tue Jan 10 2023,7:00p,Detroit Pistons,116,Philadelphia 76ers,147,Box Score,,20221,2:14,Wells Fargo Center,
Tue Jan 10 2023,7:30p,Oklahoma City Thunder,111,Miami Heat,112,Box Score,,19600,2:32,Kaseya Center,
Tue Jan 10 2023,7:30p,Charlotte Hornets,120,Toronto Raptors,132,Box Score,,19800,2:10,Scotiabank Arena,
Tue Jan 10 2023,9:00p,Cleveland Cavaliers,114,Utah Jazz,116,Box Score,,18206,2:27,Vivint Arena,
Tue Jan 10 2023,10:00p,Phoenix Suns,125,Golden State Warriors,113,Box Score,,18064,2:31,Chase Center,
Tue Jan 10 2023,10:00p,Orlando Magic,109,Portland Trail Blazers,106,Box Score,,18176,2:14,Moda Center,
Tue Jan 10 2023,10:30p,Dallas Mavericks,101,Los Angeles Clippers,113,Box Score,,15828,2:14,Crypto.com Arena,
Wed Jan 11 2023,7:00p,Minnesota Timberwolves,118,Detroit Pistons,135,Box Score,,15906,2:13,Little Caesars Arena,
Wed Jan 11 2023,7:00p,Chicago Bulls,97,Washington Wizards,100,Box Score,,17032,2:07,Capital One Arena,
Wed Jan 11 2023,7:30p,Milwaukee Bucks,114,Atlanta Hawks,105,Box Score,,17154,2:13,State Farm Arena,
Wed Jan 11 2023,7:30p,New Orleans Pelicans,114,Boston Celtics,125,Box Score,,19156,2:00,TD Garden,
Wed Jan 11 2023,7:30p,Indiana Pacers,113,New York Knicks,119,Box Score,,18249,2:16,Madison Square Garden (IV),
Wed Jan 11 2023,8:00p,San Antonio Spurs,129,Memphis Grizzlies,135,Box Score,,16454,2:13,FedEx Forum,
Wed Jan 11 2023,10:00p,Phoenix Suns,97,Denver Nuggets,126,Box Score,,18872,2:16,Ball Arena,
Wed Jan 11 2023,10:00p,Houston Rockets,115,Sacramento Kings,135,Box Score,,16057,2:15,Golden 1 Center,
Thu Jan 12 2023,7:00p,Oklahoma City Thunder,133,Philadelphia 76ers,114,Box Score,,20892,2:16,Wells Fargo Center,
Thu Jan 12 2023,7:30p,Boston Celtics,109,Brooklyn Nets,98,Box Score,,18125,2:13,Barclays Center,
Thu Jan 12 2023,7:30p,Milwaukee Bucks,102,Miami Heat,108,Box Score,,19600,2:00,Kaseya Center,
Thu Jan 12 2023,7:30p,Charlotte Hornets,114,Toronto Raptors,124,Box Score,,19800,2:20,Scotiabank Arena,
Thu Jan 12 2023,10:00p,Dallas Mavericks,119,Los Angeles Lakers,115,Box Score,2OT,18997,2:52,Crypto.com Arena,
Thu Jan 12 2023,10:00p,Cleveland Cavaliers,119,Portland Trail Blazers,113,Box Score,,18105,2:19,Moda Center,
Fri Jan 13 2023,7:00p,New Orleans Pelicans,116,Detroit Pistons,110,Box Score,,18989,2:16,Little Caesars Arena,
Fri Jan 13 2023,7:00p,Atlanta Hawks,113,Indiana Pacers,111,Box Score,,16071,2:22,Gainbridge Fieldhouse,
Fri Jan 13 2023,7:00p,New York Knicks,112,Washington Wizards,108,Box Score,,20476,2:21,Capital One Arena,
Fri Jan 13 2023,7:30p,Golden State Warriors,144,San Antonio Spurs,113,Box Score,,68323,2:22,Alamodome,
Fri Jan 13 2023,8:00p,Oklahoma City Thunder,124,Chicago Bulls,110,Box Score,,21342,2:07,United Center,
Fri Jan 13 2023,8:00p,Phoenix Suns,116,Minnesota Timberwolves,121,Box Score,,16460,2:19,Target Center,
Fri Jan 13 2023,9:00p,Orlando Magic,108,Utah Jazz,112,Box Score,,18206,2:22,Vivint Arena,
Fri Jan 13 2023,10:00p,Denver Nuggets,115,Los Angeles Clippers,103,Box Score,,16005,2:14,Crypto.com Arena,
Fri Jan 13 2023,10:00p,Houston Rockets,114,Sacramento Kings,139,Box Score,,17894,2:23,Golden 1 Center,
Sat Jan 14 2023,1:00p,Milwaukee Bucks,95,Miami Heat,111,Box Score,,19620,2:03,Kaseya Center,
Sat Jan 14 2023,7:00p,Boston Celtics,122,Charlotte Hornets,106,Box Score,,19608,1:58,Spectrum Center,
Sat Jan 14 2023,7:00p,Memphis Grizzlies,130,Indiana Pacers,112,Box Score,,17274,2:17,Gainbridge Fieldhouse,
Sat Jan 14 2023,7:30p,Atlanta Hawks,114,Toronto Raptors,103,Box Score,,19800,2:10,Scotiabank Arena,
Sat Jan 14 2023,8:00p,Cleveland Cavaliers,102,Minnesota Timberwolves,110,Box Score,,17136,2:07,Target Center,
Sat Jan 14 2023,9:00p,Philadelphia 76ers,118,Utah Jazz,117,Box Score,,18206,2:15,Vivint Arena,
Sat Jan 14 2023,10:00p,Dallas Mavericks,119,Portland Trail Blazers,136,Box Score,,19393,2:05,Moda Center,
Sun Jan 15 2023,1:00p,New York Knicks,117,Detroit Pistons,104,Box Score,,19894,2:12,Little Caesars Arena,
Sun Jan 15 2023,3:00p,Houston Rockets,100,Los Angeles Clippers,121,Box Score,,17238,2:17,Crypto.com Arena,
Sun Jan 15 2023,3:30p,Golden State Warriors,118,Chicago Bulls,132,Box Score,,20139,2:17,United Center,
Sun Jan 15 2023,6:00p,Oklahoma City Thunder,112,Brooklyn Nets,102,Box Score,,18165,2:08,Barclays Center,
Sun Jan 15 2023,7:00p,Sacramento Kings,132,San Antonio Spurs,119,Box Score,,12339,2:12,AT&T Center,
Sun Jan 15 2023,8:00p,Orlando Magic,116,Denver Nuggets,119,Box Score,,19641,2:20,Ball Arena,
Sun Jan 15 2023,9:00p,Dallas Mavericks,123,Portland Trail Blazers,140,Box Score,,19393,2:22,Moda Center,
Sun Jan 15 2023,9:30p,Philadelphia 76ers,113,Los Angeles Lakers,112,Box Score,,18020,2:11,Crypto.com Arena,
Mon Jan 16 2023,1:00p,Boston Celtics,130,Charlotte Hornets,118,Box Score,,19227,2:06,Spectrum Center,
Mon Jan 16 2023,2:30p,Indiana Pacers,119,Milwaukee Bucks,132,Box Score,,17412,2:09,Fiserv Forum,
Mon Jan 16 2023,3:00p,New Orleans Pelicans,103,Cleveland Cavaliers,113,Box Score,,19432,2:15,Rocket Mortgage Fieldhouse,
Mon Jan 16 2023,3:00p,Toronto Raptors,123,New York Knicks,121,Box Score,OT,19812,2:39,Madison Square Garden (IV),
Mon Jan 16 2023,3:00p,Golden State Warriors,127,Washington Wizards,118,Box Score,,20476,2:17,Capital One Arena,
Mon Jan 16 2023,3:30p,Miami Heat,113,Atlanta Hawks,121,Box Score,,18007,2:23,State Farm Arena,
Mon Jan 16 2023,4:00p,Utah Jazz,126,Minnesota Timberwolves,125,Box Score,,16477,2:14,Target Center,
Mon Jan 16 2023,6:00p,Phoenix Suns,106,Memphis Grizzlies,136,Box Score,,17794,2:14,FedEx Forum,
Mon Jan 16 2023,10:30p,Houston Rockets,132,Los Angeles Lakers,140,Box Score,,17657,2:28,Crypto.com Arena,
Tue Jan 17 2023,7:30p,Toronto Raptors,122,Milwaukee Bucks,130,Box Score,,17341,2:24,Fiserv Forum,
Tue Jan 17 2023,8:00p,Brooklyn Nets,98,San Antonio Spurs,106,Box Score,,13532,2:21,AT&T Center,
Tue Jan 17 2023,9:00p,Portland Trail Blazers,113,Denver Nuggets,122,Box Score,,18258,2:13,Ball Arena,
Tue Jan 17 2023,10:00p,Philadelphia 76ers,120,Los Angeles Clippers,110,Box Score,,15155,2:25,Crypto.com Arena,
Wed Jan 18 2023,7:30p,Atlanta Hawks,130,Dallas Mavericks,122,Box Score,,20125,2:19,American Airlines Center,
Wed Jan 18 2023,7:30p,Washington Wizards,116,New York Knicks,105,Box Score,,19164,2:13,Madison Square Garden (IV),
Wed Jan 18 2023,8:00p,Charlotte Hornets,122,Houston Rockets,117,Box Score,,15678,2:10,Toyota Center,
Wed Jan 18 2023,8:00p,Cleveland Cavaliers,114,Memphis Grizzlies,115,Box Score,,16892,2:06,FedEx Forum,
Wed Jan 18 2023,8:00p,Miami Heat,124,New Orleans Pelicans,98,Box Score,,17736,2:05,Smoothie King Center,
Wed Jan 18 2023,8:00p,Indiana Pacers,106,Oklahoma City Thunder,126,Box Score,,14748,2:08,Paycom Center,
Wed Jan 18 2023,9:00p,Los Angeles Clippers,103,Utah Jazz,126,Box Score,,18206,2:11,Vivint Arena,
Wed Jan 18 2023,10:00p,Minnesota Timberwolves,118,Denver Nuggets,122,Box Score,,16112,2:32,Ball Arena,
Wed Jan 18 2023,10:30p,Sacramento Kings,116,Los Angeles Lakers,111,Box Score,,18142,2:14,Crypto.com Arena,
Thu Jan 19 2023,3:00p,Chicago Bulls,126,Detroit Pistons,108,Box Score,,15885,2:14,AccorHotels Arena,
Thu Jan 19 2023,7:30p,Golden State Warriors,118,Boston Celtics,121,Box Score,OT,19156,2:39,TD Garden,
Thu Jan 19 2023,8:00p,Toronto Raptors,126,Minnesota Timberwolves,128,Box Score,,16318,2:14,Target Center,
Thu Jan 19 2023,10:00p,Brooklyn Nets,112,Phoenix Suns,117,Box Score,,17071,2:38,Footprint Center,
Thu Jan 19 2023,10:00p,Philadelphia 76ers,105,Portland Trail Blazers,95,Box Score,,18113,2:11,Moda Center,
Fri Jan 20 2023,7:00p,New Orleans Pelicans,110,Orlando Magic,123,Box Score,,19025,2:15,Amway Center,
Fri Jan 20 2023,7:30p,New York Knicks,124,Atlanta Hawks,139,Box Score,,17711,2:03,State Farm Arena,
Fri Jan 20 2023,7:30p,Golden State Warriors,120,Cleveland Cavaliers,114,Box Score,,19432,2:13,Rocket Mortgage Fieldhouse,
Fri Jan 20 2023,7:30p,Miami Heat,90,Dallas Mavericks,115,Box Score,,20326,2:15,American Airlines Center,
Fri Jan 20 2023,8:00p,Los Angeles Clippers,131,San Antonio Spurs,126,Box Score,,15190,2:02,AT&T Center,
Fri Jan 20 2023,9:00p,Indiana Pacers,111,Denver Nuggets,134,Box Score,,19609,2:14,Ball Arena,
Fri Jan 20 2023,9:00p,Brooklyn Nets,117,Utah Jazz,106,Box Score,,18206,2:10,Vivint Arena,
Fri Jan 20 2023,10:00p,Memphis Grizzlies,121,Los Angeles Lakers,122,Box Score,,18997,2:41,Crypto.com Arena,
Fri Jan 20 2023,10:00p,Oklahoma City Thunder,113,Sacramento Kings,118,Box Score,,17932,2:12,Golden 1 Center,
Sat Jan 21 2023,5:00p,Boston Celtics,106,Toronto Raptors,104,Box Score,,19800,2:04,Scotiabank Arena,
Sat Jan 21 2023,7:00p,Orlando Magic,118,Washington Wizards,138,Box Score,,18171,2:15,Capital One Arena,
Sat Jan 21 2023,7:30p,Charlotte Hornets,122,Atlanta Hawks,118,Box Score,,17928,2:18,State Farm Arena,
Sat Jan 21 2023,7:30p,Milwaukee Bucks,102,Cleveland Cavaliers,114,Box Score,,19432,2:09,Rocket Mortgage Fieldhouse,
Sat Jan 21 2023,8:00p,Houston Rockets,104,Minnesota Timberwolves,113,Box Score,,17136,2:15,Target Center,
Sat Jan 21 2023,9:00p,Indiana Pacers,107,Phoenix Suns,112,Box Score,,17071,2:31,Footprint Center,
Sat Jan 21 2023,10:00p,Philadelphia 76ers,129,Sacramento Kings,127,Box Score,,17861,2:25,Golden 1 Center,
Sun Jan 22 2023,2:30p,Los Angeles Clippers,112,Dallas Mavericks,98,Box Score,,20026,2:10,American Airlines Center,
Sun Jan 22 2023,3:30p,New Orleans Pelicans,96,Miami Heat,100,Box Score,,19600,2:17,Kaseya Center,
Sun Jan 22 2023,6:00p,New York Knicks,116,Toronto Raptors,125,Box Score,,19261,2:15,Scotiabank Arena,
Sun Jan 22 2023,8:00p,Oklahoma City Thunder,101,Denver Nuggets,99,Box Score,,19557,2:14,Ball Arena,
Sun Jan 22 2023,8:00p,Memphis Grizzlies,110,Phoenix Suns,112,Box Score,,17071,2:27,Footprint Center,
Sun Jan 22 2023,8:30p,Brooklyn Nets,120,Golden State Warriors,116,Box Score,,18064,2:23,Chase Center,
Sun Jan 22 2023,9:00p,Los Angeles Lakers,121,Portland Trail Blazers,112,Box Score,,19393,2:13,Moda Center,
Mon Jan 23 2023,7:00p,Milwaukee Bucks,150,Detroit Pistons,130,Box Score,,18011,2:13,Little Caesars Arena,
Mon Jan 23 2023,7:00p,Boston Celtics,98,Orlando Magic,113,Box Score,,19196,2:02,Amway Center,
Mon Jan 23 2023,8:00p,Atlanta Hawks,100,Chicago Bulls,111,Box Score,,20938,2:05,United Center,
Mon Jan 23 2023,8:00p,Minnesota Timberwolves,114,Houston Rockets,119,Box Score,,13811,2:23,Toyota Center,
Mon Jan 23 2023,9:00p,Charlotte Hornets,102,Utah Jazz,120,Box Score,,18206,2:15,Vivint Arena,
Mon Jan 23 2023,10:00p,San Antonio Spurs,127,Portland Trail Blazers,147,Box Score,,17874,2:06,Moda Center,
Mon Jan 23 2023,10:30p,Memphis Grizzlies,100,Sacramento Kings,133,Box Score,,17821,2:03,Golden 1 Center,
Tue Jan 24 2023,7:00p,Chicago Bulls,110,Indiana Pacers,116,Box Score,,16102,2:20,Gainbridge Fieldhouse,
Tue Jan 24 2023,7:30p,Boston Celtics,95,Miami Heat,98,Box Score,,19705,2:21,Kaseya Center,
Tue Jan 24 2023,7:30p,Cleveland Cavaliers,103,New York Knicks,105,Box Score,,19812,2:13,Madison Square Garden (IV),
Tue Jan 24 2023,8:00p,Denver Nuggets,99,New Orleans Pelicans,98,Box Score,,14699,2:04,Smoothie King Center,
Tue Jan 24 2023,8:30p,Washington Wizards,127,Dallas Mavericks,126,Box Score,,20077,2:25,American Airlines Center,
Tue Jan 24 2023,9:00p,Charlotte Hornets,97,Phoenix Suns,128,Box Score,,17071,2:03,Footprint Center,
Tue Jan 24 2023,10:00p,Los Angeles Clippers,133,Los Angeles Lakers,115,Box Score,,17604,2:15,Crypto.com Arena,
Wed Jan 25 2023,7:00p,Indiana Pacers,120,Orlando Magic,126,Box Score,,18846,2:19,Amway Center,
Wed Jan 25 2023,7:30p,Brooklyn Nets,133,Philadelphia 76ers,137,Box Score,,19772,2:32,Wells Fargo Center,
Wed Jan 25 2023,8:00p,Washington Wizards,108,Houston Rockets,103,Box Score,,15302,2:15,Toyota Center,
Wed Jan 25 2023,8:00p,Denver Nuggets,99,Milwaukee Bucks,107,Box Score,,17352,2:12,Fiserv Forum,
Wed Jan 25 2023,8:00p,Minnesota Timberwolves,111,New Orleans Pelicans,102,Box Score,,14887,2:16,Smoothie King Center,
Wed Jan 25 2023,8:00p,Atlanta Hawks,137,Oklahoma City Thunder,132,Box Score,,15079,2:08,Paycom Center,
Wed Jan 25 2023,10:00p,Memphis Grizzlies,120,Golden State Warriors,122,Box Score,,18064,2:45,Chase Center,
Wed Jan 25 2023,10:00p,Utah Jazz,124,Portland Trail Blazers,134,Box Score,,18154,2:04,Moda Center,
Wed Jan 25 2023,10:00p,Toronto Raptors,113,Sacramento Kings,95,Box Score,,17767,1:59,Golden 1 Center,
Wed Jan 25 2023,10:30p,San Antonio Spurs,104,Los Angeles Lakers,113,Box Score,,17955,2:10,Crypto.com Arena,
Thu Jan 26 2023,7:30p,New York Knicks,120,Boston Celtics,117,Box Score,OT,19156,2:25,TD Garden,
Thu Jan 26 2023,7:30p,Detroit Pistons,130,Brooklyn Nets,122,Box Score,,17732,2:22,Barclays Center,
Thu Jan 26 2023,7:30p,Chicago Bulls,96,Charlotte Hornets,111,Box Score,,17697,2:07,Spectrum Center,
Thu Jan 26 2023,8:00p,Cleveland Cavaliers,113,Houston Rockets,95,Box Score,,16327,2:03,Toyota Center,
Thu Jan 26 2023,10:00p,Dallas Mavericks,99,Phoenix Suns,95,Box Score,,17071,2:20,Footprint Center,
Thu Jan 26 2023,10:30p,San Antonio Spurs,100,Los Angeles Clippers,138,Box Score,,16958,2:06,Crypto.com Arena,
Fri Jan 27 2023,7:00p,Milwaukee Bucks,141,Indiana Pacers,131,Box Score,,16090,2:13,Gainbridge Fieldhouse,
Fri Jan 27 2023,7:30p,Memphis Grizzlies,100,Minnesota Timberwolves,111,Box Score,,17136,2:12,Target Center,
Fri Jan 27 2023,8:00p,Orlando Magic,105,Miami Heat,110,Box Score,,19788,2:19,Kaseya Center,
Fri Jan 27 2023,8:00p,Cleveland Cavaliers,100,Oklahoma City Thunder,112,Box Score,,16236,2:04,Paycom Center,
Fri Jan 27 2023,10:00p,Toronto Raptors,117,Golden State Warriors,129,Box Score,,18064,2:09,Chase Center,
Sat Jan 28 2023,3:00p,Denver Nuggets,119,Philadelphia 76ers,126,Box Score,,21255,2:19,Wells Fargo Center,
Sat Jan 28 2023,5:30p,New York Knicks,115,Brooklyn Nets,122,Box Score,,18100,2:13,Barclays Center,
Sat Jan 28 2023,7:00p,Houston Rockets,117,Detroit Pistons,114,Box Score,,19411,2:24,Little Caesars Arena,
Sat Jan 28 2023,7:00p,Chicago Bulls,128,Orlando Magic,109,Box Score,,18846,2:12,Amway Center,
Sat Jan 28 2023,7:30p,Los Angeles Clippers,120,Atlanta Hawks,113,Box Score,,18448,2:11,State Farm Arena,
Sat Jan 28 2023,8:00p,Sacramento Kings,110,Minnesota Timberwolves,117,Box Score,,17136,2:18,Target Center,
Sat Jan 28 2023,8:00p,Washington Wizards,113,New Orleans Pelicans,103,Box Score,,17692,2:23,Smoothie King Center,
Sat Jan 28 2023,8:00p,Phoenix Suns,128,San Antonio Spurs,118,Box Score,OT,18354,2:27,AT&T Center,
Sat Jan 28 2023,8:30p,Los Angeles Lakers,121,Boston Celtics,125,Box Score,OT,19156,2:47,TD Garden,
Sat Jan 28 2023,9:00p,Dallas Mavericks,100,Utah Jazz,108,Box Score,,18206,2:06,Vivint Arena,
Sat Jan 28 2023,10:00p,Toronto Raptors,123,Portland Trail Blazers,105,Box Score,,19393,2:07,Moda Center,
Sun Jan 29 2023,1:00p,Miami Heat,117,Charlotte Hornets,122,Box Score,,19254,2:15,Spectrum Center,
Sun Jan 29 2023,6:00p,Indiana Pacers,100,Memphis Grizzlies,112,Box Score,,17794,2:21,FedEx Forum,
Sun Jan 29 2023,7:00p,Los Angeles Clippers,99,Cleveland Cavaliers,122,Box Score,,19432,2:02,Rocket Mortgage Fieldhouse,
Sun Jan 29 2023,8:00p,New Orleans Pelicans,110,Milwaukee Bucks,135,Box Score,,17341,2:06,Fiserv Forum,
Mon Jan 30 2023,7:00p,Orlando Magic,119,Philadelphia 76ers,109,Box Score,,19812,2:15,Wells Fargo Center,
Mon Jan 30 2023,7:30p,Los Angeles Lakers,104,Brooklyn Nets,121,Box Score,,17924,2:19,Barclays Center,
Mon Jan 30 2023,8:00p,Sacramento Kings,118,Minnesota Timberwolves,111,Box Score,OT,15342,2:23,Target Center,
Mon Jan 30 2023,8:00p,Golden State Warriors,128,Oklahoma City Thunder,120,Box Score,,16854,2:09,Paycom Center,
Mon Jan 30 2023,8:00p,Washington Wizards,127,San Antonio Spurs,106,Box Score,,11970,2:09,AT&T Center,
Mon Jan 30 2023,8:30p,Detroit Pistons,105,Dallas Mavericks,111,Box Score,,19777,2:16,American Airlines Center,
Mon Jan 30 2023,9:00p,Toronto Raptors,106,Phoenix Suns,114,Box Score,,17071,2:09,Footprint Center,
Mon Jan 30 2023,10:00p,Atlanta Hawks,125,Portland Trail Blazers,129,Box Score,,18262,2:18,Moda Center,
Tue Jan 31 2023,7:00p,Miami Heat,100,Cleveland Cavaliers,97,Box Score,,19432,2:12,Rocket Mortgage Fieldhouse,
Tue Jan 31 2023,7:30p,Los Angeles Lakers,129,New York Knicks,123,Box Score,OT,19812,2:48,Madison Square Garden (IV),
Tue Jan 31 2023,8:00p,Los Angeles Clippers,108,Chicago Bulls,103,Box Score,,20068,2:14,United Center,
Tue Jan 31 2023,8:00p,Charlotte Hornets,115,Milwaukee Bucks,124,Box Score,,17341,2:16,Fiserv Forum,
