Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Wed Jan 10 2024,10:00p,Denver Nuggets,111,Utah Jazz,124,Box Score,,18206,2:23,Delta Center,
Wed Jan 10 2024,10:30p,Toronto Raptors,120,Los Angeles Clippers,126,Box Score,,19370,2:07,Crypto.com Arena,
Thu Jan 11 2024,2:00p,Brooklyn Nets,102,Cleveland Cavaliers,111,Box Score,,15887,2:31,AccorHotels Arena,at Paris France
Thu Jan 11 2024,7:30p,Boston Celtics,102,Milwaukee Bucks,135,Box Score,,17781,2:12,Fiserv Forum,
Thu Jan 11 2024,8:00p,Portland Trail Blazers,77,Oklahoma City Thunder,139,Box Score,,15828,1:58,Paycom Center,
Thu Jan 11 2024,8:30p,New York Knicks,124,Dallas Mavericks,128,Box Score,,20040,2:24,American Airlines Center,
Thu Jan 11 2024,10:00p,Phoenix Suns,127,Los Angeles Lakers,109,Box Score,,18416,2:19,Crypto.com Arena,
Fri Jan 12 2024,7:30p,Indiana Pacers,126,Atlanta Hawks,108,Box Score,,15596,2:06,State Farm Arena,
Fri Jan 12 2024,7:30p,Houston Rockets,112,Detroit Pistons,110,Box Score,,13987,2:10,Little Caesars Arena,
Fri Jan 12 2024,7:30p,Sacramento Kings,93,Philadelphia 76ers,112,Box Score,,19766,2:16,Wells Fargo Center,
Fri Jan 12 2024,8:00p,Golden State Warriors,140,Chicago Bulls,131,Box Score,,21153,2:19,United Center,
Fri Jan 12 2024,8:00p,Los Angeles Clippers,128,Memphis Grizzlies,119,Box Score,,16617,2:07,FedEx Forum,
Fri Jan 12 2024,8:00p,Orlando Magic,96,Miami Heat,99,Box Score,,19650,2:27,Kaseya Center,
Fri Jan 12 2024,8:00p,Portland Trail Blazers,93,Minnesota Timberwolves,116,Box Score,,18024,2:12,Target Center,
Fri Jan 12 2024,8:00p,Charlotte Hornets,99,San Antonio Spurs,135,Box Score,,18073,2:21,Frost Bank Center,
Fri Jan 12 2024,9:30p,Toronto Raptors,113,Utah Jazz,145,Box Score,,18206,2:10,Delta Center,
Fri Jan 12 2024,10:00p,New Orleans Pelicans,113,Denver Nuggets,125,Box Score,,19638,2:16,Ball Arena,
Sat Jan 13 2024,7:00p,Houston Rockets,113,Boston Celtics,145,Box Score,,19156,2:06,TD Garden,
Sat Jan 13 2024,7:30p,Washington Wizards,127,Atlanta Hawks,99,Box Score,,17108,2:14,State Farm Arena,
Sat Jan 13 2024,8:00p,New York Knicks,106,Memphis Grizzlies,94,Box Score,,16598,2:02,FedEx Forum,
Sat Jan 13 2024,8:00p,Golden State Warriors,118,Milwaukee Bucks,129,Box Score,,18009,2:08,Fiserv Forum,
Sat Jan 13 2024,8:00p,Orlando Magic,100,Oklahoma City Thunder,112,Box Score,,18203,2:10,Paycom Center,
Sat Jan 13 2024,8:30p,New Orleans Pelicans,118,Dallas Mavericks,108,Box Score,,20155,2:10,American Airlines Center,
Sat Jan 13 2024,8:30p,Chicago Bulls,122,San Antonio Spurs,116,Box Score,,18354,2:08,Frost Bank Center,
Sat Jan 13 2024,9:30p,Los Angeles Lakers,125,Utah Jazz,132,Box Score,,18206,2:18,Delta Center,
Sun Jan 14 2024,3:30p,Indiana Pacers,109,Denver Nuggets,117,Box Score,,19631,2:17,Ball Arena,
Sun Jan 14 2024,6:00p,Charlotte Hornets,87,Miami Heat,104,Box Score,,19831,2:14,Kaseya Center,
Sun Jan 14 2024,7:00p,Sacramento Kings,142,Milwaukee Bucks,143,Box Score,OT,17612,2:39,Fiserv Forum,
Sun Jan 14 2024,7:00p,Los Angeles Clippers,105,Minnesota Timberwolves,109,Box Score,,18024,2:26,Target Center,
Sun Jan 14 2024,9:00p,Phoenix Suns,127,Portland Trail Blazers,116,Box Score,,18071,2:13,Moda Center,
Mon Jan 15 2024,1:00p,Houston Rockets,115,Philadelphia 76ers,124,Box Score,,20822,2:25,Wells Fargo Center,
Mon Jan 15 2024,2:30p,New Orleans Pelicans,120,Dallas Mavericks,125,Box Score,,20010,2:29,American Airlines Center,
Mon Jan 15 2024,3:00p,Orlando Magic,98,New York Knicks,94,Box Score,,19812,2:16,Madison Square Garden (IV),
Mon Jan 15 2024,3:00p,Detroit Pistons,129,Washington Wizards,117,Box Score,,15156,2:06,Capital One Arena,
Mon Jan 15 2024,3:30p,San Antonio Spurs,99,Atlanta Hawks,109,Box Score,,17447,2:17,State Farm Arena,
Mon Jan 15 2024,6:00p,Golden State Warriors,107,Memphis Grizzlies,116,Box Score,,16612,2:22,FedEx Forum,
Mon Jan 15 2024,7:00p,Chicago Bulls,91,Cleveland Cavaliers,109,Box Score,,19432,2:10,Rocket Mortgage Fieldhouse,
Mon Jan 15 2024,7:30p,Miami Heat,96,Brooklyn Nets,95,Box Score,OT,17893,2:28,Barclays Center,
Mon Jan 15 2024,7:30p,Boston Celtics,105,Toronto Raptors,96,Box Score,,19278,2:06,Scotiabank Arena,
Mon Jan 15 2024,9:00p,Indiana Pacers,105,Utah Jazz,132,Box Score,,18206,2:15,Delta Center,
Mon Jan 15 2024,10:30p,Oklahoma City Thunder,105,Los Angeles Lakers,112,Box Score,,18997,2:05,Crypto.com Arena,
Tue Jan 16 2024,7:30p,Denver Nuggets,121,Philadelphia 76ers,126,Box Score,,19775,2:28,Wells Fargo Center,
Tue Jan 16 2024,9:00p,Sacramento Kings,117,Phoenix Suns,119,Box Score,,17071,2:14,Footprint Center,
Tue Jan 16 2024,10:00p,Oklahoma City Thunder,117,Los Angeles Clippers,128,Box Score,,19370,2:20,Crypto.com Arena,
Wed Jan 17 2024,7:00p,Minnesota Timberwolves,124,Detroit Pistons,117,Box Score,,16022,2:07,Little Caesars Arena,
Wed Jan 17 2024,7:30p,Orlando Magic,104,Atlanta Hawks,106,Box Score,,14541,2:14,State Farm Arena,
Wed Jan 17 2024,7:30p,San Antonio Spurs,98,Boston Celtics,117,Box Score,,19156,2:00,TD Garden,
Wed Jan 17 2024,7:30p,Milwaukee Bucks,95,Cleveland Cavaliers,135,Box Score,,19432,2:02,Rocket Mortgage Fieldhouse,
Wed Jan 17 2024,7:30p,Houston Rockets,94,New York Knicks,109,Box Score,,19439,2:15,Madison Square Garden (IV),
Wed Jan 17 2024,7:30p,Miami Heat,97,Toronto Raptors,121,Box Score,,19631,2:01,Scotiabank Arena,
Wed Jan 17 2024,8:00p,Charlotte Hornets,112,New Orleans Pelicans,132,Box Score,,16093,2:04,Smoothie King Center,
Wed Jan 17 2024,8:30p,Dallas Mavericks,110,Los Angeles Lakers,127,Box Score,,18338,2:17,Crypto.com Arena,
Wed Jan 17 2024,10:00p,Brooklyn Nets,103,Portland Trail Blazers,105,Box Score,,17021,2:13,Moda Center,
Thu Jan 18 2024,7:30p,Washington Wizards,109,New York Knicks,113,Box Score,,19466,2:24,Madison Square Garden (IV),
Thu Jan 18 2024,7:30p,Chicago Bulls,116,Toronto Raptors,110,Box Score,,19312,2:13,Scotiabank Arena,
Thu Jan 18 2024,9:00p,Oklahoma City Thunder,134,Utah Jazz,129,Box Score,,18206,2:24,Delta Center,
Thu Jan 18 2024,10:00p,Memphis Grizzlies,103,Minnesota Timberwolves,118,Box Score,,18024,2:15,Target Center,
Thu Jan 18 2024,10:00p,Indiana Pacers,126,Sacramento Kings,121,Box Score,,17832,2:24,Golden 1 Center,
Fri Jan 19 2024,7:00p,San Antonio Spurs,120,Charlotte Hornets,124,Box Score,,19093,2:10,Spectrum Center,
Fri Jan 19 2024,7:00p,Philadelphia 76ers,124,Orlando Magic,109,Box Score,,19063,2:16,Kia Center,
Fri Jan 19 2024,7:30p,Denver Nuggets,102,Boston Celtics,100,Box Score,,19156,2:12,TD Garden,
Fri Jan 19 2024,8:00p,Atlanta Hawks,109,Miami Heat,108,Box Score,,20040,2:34,Kaseya Center,
Fri Jan 19 2024,8:00p,Phoenix Suns,123,New Orleans Pelicans,109,Box Score,,18686,2:07,Smoothie King Center,
Fri Jan 19 2024,10:00p,Indiana Pacers,115,Portland Trail Blazers,118,Box Score,,18595,2:26,Moda Center,
Fri Jan 19 2024,10:30p,Brooklyn Nets,130,Los Angeles Lakers,112,Box Score,,18997,2:11,Crypto.com Arena,
Sat Jan 20 2024,3:00p,Milwaukee Bucks,141,Detroit Pistons,135,Box Score,,19996,2:27,Little Caesars Arena,
Sat Jan 20 2024,7:00p,Philadelphia 76ers,97,Charlotte Hornets,89,Box Score,,18261,2:09,Spectrum Center,
Sat Jan 20 2024,7:00p,San Antonio Spurs,131,Washington Wizards,127,Box Score,,17922,2:17,Capital One Arena,
Sat Jan 20 2024,7:30p,Cleveland Cavaliers,116,Atlanta Hawks,95,Box Score,,17047,2:04,State Farm Arena,
Sat Jan 20 2024,7:30p,Toronto Raptors,100,New York Knicks,126,Box Score,,19812,2:11,Madison Square Garden (IV),
Sat Jan 20 2024,8:00p,Memphis Grizzlies,96,Chicago Bulls,125,Box Score,,21441,2:07,United Center,
Sat Jan 20 2024,8:00p,Utah Jazz,126,Houston Rockets,127,Box Score,OT,16618,2:41,Toyota Center,
Sat Jan 20 2024,8:00p,Oklahoma City Thunder,102,Minnesota Timberwolves,97,Box Score,,18024,2:24,Target Center,
Sun Jan 21 2024,3:30p,Brooklyn Nets,114,Los Angeles Clippers,125,Box Score,,19370,2:20,Crypto.com Arena,
Sun Jan 21 2024,6:00p,Miami Heat,87,Orlando Magic,105,Box Score,,18102,2:17,Kia Center,
Sun Jan 21 2024,6:00p,Denver Nuggets,113,Washington Wizards,104,Box Score,,17107,2:09,Capital One Arena,
Sun Jan 21 2024,7:00p,Boston Celtics,116,Houston Rockets,107,Box Score,,18055,2:09,Toyota Center,
Sun Jan 21 2024,8:00p,Indiana Pacers,110,Phoenix Suns,117,Box Score,,17071,2:19,Footprint Center,
Sun Jan 21 2024,10:00p,Portland Trail Blazers,110,Los Angeles Lakers,134,Box Score,,18997,2:04,Crypto.com Arena,
Mon Jan 22 2024,7:00p,Milwaukee Bucks,122,Detroit Pistons,113,Box Score,,17201,2:19,Little Caesars Arena,
Mon Jan 22 2024,7:00p,Cleveland Cavaliers,126,Orlando Magic,99,Box Score,,19301,2:12,Kia Center,
Mon Jan 22 2024,7:00p,San Antonio Spurs,123,Philadelphia 76ers,133,Box Score,,20511,2:19,Wells Fargo Center,
Mon Jan 22 2024,7:30p,Memphis Grizzlies,108,Toronto Raptors,100,Box Score,,18577,2:06,Scotiabank Arena,
Mon Jan 22 2024,8:00p,Charlotte Hornets,128,Minnesota Timberwolves,125,Box Score,,18024,2:11,Target Center,
Mon Jan 22 2024,8:30p,Boston Celtics,119,Dallas Mavericks,110,Box Score,,20277,2:07,American Airlines Center,
Mon Jan 22 2024,9:00p,Chicago Bulls,113,Phoenix Suns,115,Box Score,,17071,2:11,Footprint Center,
Mon Jan 22 2024,10:00p,Atlanta Hawks,107,Sacramento Kings,122,Box Score,,17832,2:13,Golden 1 Center,
Tue Jan 23 2024,7:00p,Denver Nuggets,114,Indiana Pacers,109,Box Score,,16004,2:16,Gainbridge Fieldhouse,
Tue Jan 23 2024,7:30p,New York Knicks,108,Brooklyn Nets,103,Box Score,,17732,2:12,Barclays Center,
Tue Jan 23 2024,8:00p,Utah Jazz,124,New Orleans Pelicans,153,Box Score,,16032,2:05,Smoothie King Center,
Tue Jan 23 2024,8:00p,Portland Trail Blazers,109,Oklahoma City Thunder,111,Box Score,,15874,2:11,Paycom Center,
Tue Jan 23 2024,10:00p,Los Angeles Lakers,116,Los Angeles Clippers,127,Box Score,,19370,2:10,Crypto.com Arena,
Wed Jan 24 2024,7:00p,Charlotte Hornets,106,Detroit Pistons,113,Box Score,,15020,2:10,Little Caesars Arena,
Wed Jan 24 2024,7:00p,Minnesota Timberwolves,118,Washington Wizards,107,Box Score,,15446,2:20,Capital One Arena,
Wed Jan 24 2024,7:30p,Memphis Grizzlies,105,Miami Heat,96,Box Score,,19600,2:13,Kaseya Center,
Wed Jan 24 2024,8:00p,Portland Trail Blazers,137,Houston Rockets,131,Box Score,OT,18055,2:25,Toyota Center,
Wed Jan 24 2024,8:00p,Cleveland Cavaliers,116,Milwaukee Bucks,126,Box Score,,17510,2:09,Fiserv Forum,
Wed Jan 24 2024,8:30p,Phoenix Suns,132,Dallas Mavericks,109,Box Score,,20202,2:22,American Airlines Center,
Wed Jan 24 2024,9:30p,Oklahoma City Thunder,140,San Antonio Spurs,114,Box Score,,18130,2:13,Frost Bank Center,
Wed Jan 24 2024,10:00p,Atlanta Hawks,112,Golden State Warriors,134,Box Score,,18064,2:08,Chase Center,
Thu Jan 25 2024,7:00p,Philadelphia 76ers,122,Indiana Pacers,134,Box Score,,15699,2:30,Gainbridge Fieldhouse,
Thu Jan 25 2024,7:00p,Utah Jazz,123,Washington Wizards,108,Box Score,,14027,2:02,Capital One Arena,
Thu Jan 25 2024,7:30p,Minnesota Timberwolves,96,Brooklyn Nets,94,Box Score,,17732,2:15,Barclays Center,
Thu Jan 25 2024,7:30p,Boston Celtics,143,Miami Heat,110,Box Score,,20074,2:02,Kaseya Center,
Thu Jan 25 2024,7:30p,Denver Nuggets,84,New York Knicks,122,Box Score,,19812,2:05,Madison Square Garden (IV),
Thu Jan 25 2024,10:00p,Sacramento Kings,134,Golden State Warriors,133,Box Score,,18064,2:24,Chase Center,
Thu Jan 25 2024,10:30p,Chicago Bulls,132,Los Angeles Lakers,141,Box Score,,18997,2:15,Crypto.com Arena,
Fri Jan 26 2024,7:00p,Dallas Mavericks,148,Atlanta Hawks,143,Box Score,,16149,2:24,State Farm Arena,
Fri Jan 26 2024,7:00p,Houston Rockets,138,Charlotte Hornets,104,Box Score,,16164,2:14,Spectrum Center,
Fri Jan 26 2024,7:00p,Phoenix Suns,131,Indiana Pacers,133,Box Score,,17274,2:17,Gainbridge Fieldhouse,
Fri Jan 26 2024,7:30p,Los Angeles Clippers,127,Toronto Raptors,107,Box Score,,19800,2:11,Scotiabank Arena,
Fri Jan 26 2024,8:00p,Orlando Magic,106,Memphis Grizzlies,107,Box Score,,16823,2:15,FedEx Forum,
Fri Jan 26 2024,8:00p,Cleveland Cavaliers,112,Milwaukee Bucks,100,Box Score,,17855,2:27,Fiserv Forum,
Fri Jan 26 2024,8:00p,Oklahoma City Thunder,107,New Orleans Pelicans,83,Box Score,,18624,2:00,Smoothie King Center,
Fri Jan 26 2024,9:30p,Portland Trail Blazers,100,San Antonio Spurs,116,Box Score,,17274,2:09,Frost Bank Center,
Sat Jan 27 2024,12:00p,Washington Wizards,118,Detroit Pistons,104,Box Score,,16922,2:08,Little Caesars Arena,
Sat Jan 27 2024,3:00p,Miami Heat,109,New York Knicks,125,Box Score,,19812,2:23,Madison Square Garden (IV),
Sat Jan 27 2024,5:30p,Philadelphia 76ers,105,Denver Nuggets,111,Box Score,,19805,2:22,Ball Arena,
Sat Jan 27 2024,6:00p,Houston Rockets,104,Brooklyn Nets,106,Box Score,,17732,2:26,Barclays Center,
Sat Jan 27 2024,7:00p,Los Angeles Clippers,115,Boston Celtics,96,Box Score,,19156,2:03,TD Garden,
Sat Jan 27 2024,7:00p,Utah Jazz,134,Charlotte Hornets,122,Box Score,,17633,2:04,Spectrum Center,
Sat Jan 27 2024,8:00p,New Orleans Pelicans,117,Milwaukee Bucks,141,Box Score,,17940,2:14,Fiserv Forum,
Sat Jan 27 2024,8:30p,Los Angeles Lakers,145,Golden State Warriors,144,Box Score,2OT,18064,3:17,Chase Center,
Sat Jan 27 2024,8:30p,Minnesota Timberwolves,112,San Antonio Spurs,113,Box Score,,17726,2:04,Frost Bank Center,
Sat Jan 27 2024,9:00p,Sacramento Kings,120,Dallas Mavericks,115,Box Score,,20373,2:23,American Airlines Center,
Sun Jan 28 2024,2:00p,Oklahoma City Thunder,104,Detroit Pistons,120,Box Score,,16861,1:56,Little Caesars Arena,
Sun Jan 28 2024,3:30p,Memphis Grizzlies,110,Indiana Pacers,116,Box Score,,16519,2:15,Gainbridge Fieldhouse,
Sun Jan 28 2024,6:00p,Toronto Raptors,125,Atlanta Hawks,126,Box Score,,15658,2:20,State Farm Arena,
Sun Jan 28 2024,6:00p,Phoenix Suns,98,Orlando Magic,113,Box Score,,18823,2:24,Kia Center,
Sun Jan 28 2024,9:00p,Chicago Bulls,104,Portland Trail Blazers,96,Box Score,,17899,2:11,Moda Center,
Mon Jan 29 2024,7:00p,New York Knicks,113,Charlotte Hornets,92,Box Score,,15546,2:03,Spectrum Center,
Mon Jan 29 2024,7:00p,Los Angeles Clippers,108,Cleveland Cavaliers,118,Box Score,,19432,2:18,Rocket Mortgage Fieldhouse,
Mon Jan 29 2024,7:30p,New Orleans Pelicans,112,Boston Celtics,118,Box Score,,19156,2:08,TD Garden,
Mon Jan 29 2024,7:30p,Utah Jazz,114,Brooklyn Nets,147,Box Score,,16054,2:10,Barclays Center,
Mon Jan 29 2024,7:30p,Phoenix Suns,118,Miami Heat,105,Box Score,,19600,2:12,Kaseya Center,
Mon Jan 29 2024,8:00p,Los Angeles Lakers,119,Houston Rockets,135,Box Score,,18055,2:12,Toyota Center,
Mon Jan 29 2024,8:00p,Sacramento Kings,103,Memphis Grizzlies,94,Box Score,,15333,2:00,FedEx Forum,
Mon Jan 29 2024,8:00p,Minnesota Timberwolves,107,Oklahoma City Thunder,101,Box Score,,16870,2:10,Paycom Center,
Mon Jan 29 2024,8:00p,Washington Wizards,118,San Antonio Spurs,113,Box Score,,17020,2:10,Frost Bank Center,
Mon Jan 29 2024,8:30p,Orlando Magic,129,Dallas Mavericks,131,Box Score,,20020,2:35,American Airlines Center,
Mon Jan 29 2024,9:00p,Milwaukee Bucks,107,Denver Nuggets,113,Box Score,,19801,2:19,Ball Arena,
Mon Jan 29 2024,10:00p,Philadelphia 76ers,104,Portland Trail Blazers,130,Box Score,,17128,2:12,Moda Center,
Tue Jan 30 2024,7:30p,Los Angeles Lakers,122,Atlanta Hawks,138,Box Score,,17871,2:06,State Farm Arena,
Tue Jan 30 2024,7:30p,Indiana Pacers,124,Boston Celtics,129,Box Score,,19156,2:25,TD Garden,
Tue Jan 30 2024,7:30p,Utah Jazz,103,New York Knicks,118,Box Score,,19133,,Madison Square Garden (IV),
Tue Jan 30 2024,8:00p,Toronto Raptors,118,Chicago Bulls,107,Box Score,,21259,2:16,United Center,
