Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Tue Feb 7 2023,8:00p,Chicago Bulls,89,Memphis Grizzlies,104,Box Score,,17012,2:11,FedEx Forum,
Tue Feb 7 2023,9:00p,Minnesota Timberwolves,112,Denver Nuggets,146,Box Score,,18307,2:06,Ball Arena,
Tue Feb 7 2023,10:00p,Oklahoma City Thunder,133,Los Angeles Lakers,130,Box Score,,18997,2:32,Crypto.com Arena,
Wed Feb 8 2023,7:00p,Detroit Pistons,85,Cleveland Cavaliers,113,Box Score,,19432,2:04,Rocket Mortgage Fieldhouse,
Wed Feb 8 2023,7:00p,Charlotte Hornets,104,Washington Wizards,118,Box Score,,16097,2:08,Capital One Arena,
Wed Feb 8 2023,7:30p,Philadelphia 76ers,99,Boston Celtics,106,Box Score,,19156,2:13,TD Garden,
Wed Feb 8 2023,7:30p,Indiana Pacers,111,Miami Heat,116,Box Score,,19600,2:29,Kaseya Center,
Wed Feb 8 2023,7:30p,San Antonio Spurs,98,Toronto Raptors,112,Box Score,,19800,2:08,Scotiabank Arena,
Wed Feb 8 2023,8:00p,Sacramento Kings,130,Houston Rockets,128,Box Score,,15881,2:28,Toyota Center,
Wed Feb 8 2023,9:00p,Minnesota Timberwolves,143,Utah Jazz,118,Box Score,,18206,1:57,Vivint Arena,
Wed Feb 8 2023,10:00p,Dallas Mavericks,110,Los Angeles Clippers,104,Box Score,,18377,2:10,Crypto.com Arena,
Wed Feb 8 2023,10:00p,Golden State Warriors,122,Portland Trail Blazers,125,Box Score,,18450,2:11,Moda Center,
Thu Feb 9 2023,7:00p,Denver Nuggets,104,Orlando Magic,115,Box Score,,18846,2:05,Amway Center,
Thu Feb 9 2023,7:30p,Phoenix Suns,107,Atlanta Hawks,116,Box Score,,17003,2:14,State Farm Arena,
Thu Feb 9 2023,7:30p,Chicago Bulls,105,Brooklyn Nets,116,Box Score,,16938,2:15,Barclays Center,
Thu Feb 9 2023,10:00p,Milwaukee Bucks,115,Los Angeles Lakers,106,Box Score,,18997,2:16,Crypto.com Arena,
Fri Feb 10 2023,7:00p,San Antonio Spurs,131,Detroit Pistons,138,Box Score,2OT,17899,3:00,Little Caesars Arena,
Fri Feb 10 2023,7:00p,Phoenix Suns,117,Indiana Pacers,104,Box Score,,16522,2:12,Gainbridge Fieldhouse,
Fri Feb 10 2023,7:00p,New York Knicks,108,Philadelphia 76ers,119,Box Score,,21057,2:08,Wells Fargo Center,
Fri Feb 10 2023,7:30p,Charlotte Hornets,116,Boston Celtics,127,Box Score,,19156,2:12,TD Garden,
Fri Feb 10 2023,7:30p,Utah Jazz,122,Toronto Raptors,116,Box Score,,19800,2:19,Scotiabank Arena,
Fri Feb 10 2023,8:00p,Minnesota Timberwolves,107,Memphis Grizzlies,128,Box Score,,17794,2:06,FedEx Forum,
Fri Feb 10 2023,8:00p,Houston Rockets,95,Miami Heat,97,Box Score,,19600,2:20,Kaseya Center,
Fri Feb 10 2023,10:00p,Cleveland Cavaliers,118,New Orleans Pelicans,107,Box Score,,16398,2:20,Smoothie King Center,
Fri Feb 10 2023,10:00p,Oklahoma City Thunder,138,Portland Trail Blazers,129,Box Score,,19424,2:21,Moda Center,
Fri Feb 10 2023,10:00p,Dallas Mavericks,122,Sacramento Kings,114,Box Score,,18111,2:12,Golden 1 Center,
Fri Feb 10 2023,10:30p,Milwaukee Bucks,119,Los Angeles Clippers,106,Box Score,,16614,2:05,Crypto.com Arena,
Sat Feb 11 2023,6:00p,Philadelphia 76ers,101,Brooklyn Nets,98,Box Score,,17732,2:15,Barclays Center,
Sat Feb 11 2023,7:00p,Denver Nuggets,119,Charlotte Hornets,105,Box Score,,19256,2:07,Spectrum Center,
Sat Feb 11 2023,7:00p,Miami Heat,107,Orlando Magic,103,Box Score,OT,18223,2:42,Amway Center,
Sat Feb 11 2023,7:00p,Indiana Pacers,113,Washington Wizards,127,Box Score,,18387,2:07,Capital One Arena,
Sat Feb 11 2023,7:30p,San Antonio Spurs,106,Atlanta Hawks,125,Box Score,,17875,2:04,State Farm Arena,
Sat Feb 11 2023,7:30p,Utah Jazz,120,New York Knicks,126,Box Score,,19339,2:16,Madison Square Garden (IV),
Sat Feb 11 2023,8:00p,Chicago Bulls,89,Cleveland Cavaliers,97,Box Score,,19432,2:10,Rocket Mortgage Fieldhouse,
Sat Feb 11 2023,8:30p,Los Angeles Lakers,109,Golden State Warriors,103,Box Score,,18064,2:26,Chase Center,
Sat Feb 11 2023,10:00p,Dallas Mavericks,128,Sacramento Kings,133,Box Score,OT,18111,2:22,Golden 1 Center,
Sun Feb 12 2023,2:00p,Memphis Grizzlies,109,Boston Celtics,119,Box Score,,19156,2:15,TD Garden,
Sun Feb 12 2023,3:00p,Detroit Pistons,118,Toronto Raptors,119,Box Score,,19800,2:27,Scotiabank Arena,
Mon Feb 13 2023,7:00p,Atlanta Hawks,138,Charlotte Hornets,144,Box Score,,14078,2:16,Spectrum Center,
Mon Feb 13 2023,7:00p,San Antonio Spurs,109,Cleveland Cavaliers,117,Box Score,,19432,2:07,Rocket Mortgage Fieldhouse,
Mon Feb 13 2023,7:00p,Utah Jazz,123,Indiana Pacers,117,Box Score,,15004,2:17,Gainbridge Fieldhouse,
Mon Feb 13 2023,7:00p,Houston Rockets,104,Philadelphia 76ers,123,Box Score,,19850,2:06,Wells Fargo Center,
Mon Feb 13 2023,7:30p,Denver Nuggets,112,Miami Heat,108,Box Score,,19755,2:10,Kaseya Center,
Mon Feb 13 2023,7:30p,Brooklyn Nets,106,New York Knicks,124,Box Score,,19812,2:19,Madison Square Garden (IV),
Mon Feb 13 2023,8:00p,Orlando Magic,100,Chicago Bulls,91,Box Score,,20767,2:09,United Center,
Mon Feb 13 2023,8:00p,New Orleans Pelicans,103,Oklahoma City Thunder,100,Box Score,,14920,2:11,Paycom Center,
Mon Feb 13 2023,8:30p,Minnesota Timberwolves,124,Dallas Mavericks,121,Box Score,,20325,2:18,American Airlines Center,
Mon Feb 13 2023,10:00p,Washington Wizards,126,Golden State Warriors,135,Box Score,,18064,2:11,Chase Center,
Mon Feb 13 2023,10:00p,Los Angeles Lakers,115,Portland Trail Blazers,127,Box Score,,18299,2:01,Moda Center,
Tue Feb 14 2023,7:30p,Boston Celtics,125,Milwaukee Bucks,131,Box Score,OT,17623,2:45,Fiserv Forum,
Tue Feb 14 2023,7:30p,Orlando Magic,113,Toronto Raptors,123,Box Score,,19800,2:08,Scotiabank Arena,
Tue Feb 14 2023,9:00p,Sacramento Kings,109,Phoenix Suns,120,Box Score,,17071,2:11,Footprint Center,
Tue Feb 14 2023,10:00p,Golden State Warriors,124,Los Angeles Clippers,134,Box Score,,16741,2:19,Crypto.com Arena,
Tue Feb 14 2023,10:00p,Washington Wizards,126,Portland Trail Blazers,101,Box Score,,18004,,Moda Center,
Wed Feb 15 2023,7:00p,San Antonio Spurs,110,Charlotte Hornets,120,Box Score,,14155,2:11,Spectrum Center,
Wed Feb 15 2023,7:00p,Chicago Bulls,113,Indiana Pacers,117,Box Score,,15599,2:21,Gainbridge Fieldhouse,
Wed Feb 15 2023,7:30p,New York Knicks,122,Atlanta Hawks,101,Box Score,,17771,2:09,State Farm Arena,
Wed Feb 15 2023,7:30p,Detroit Pistons,109,Boston Celtics,127,Box Score,,19156,2:00,TD Garden,
Wed Feb 15 2023,7:30p,Miami Heat,105,Brooklyn Nets,116,Box Score,,17963,2:07,Barclays Center,
Wed Feb 15 2023,7:30p,Cleveland Cavaliers,112,Philadelphia 76ers,118,Box Score,,21134,2:22,Wells Fargo Center,
Wed Feb 15 2023,8:00p,Utah Jazz,111,Memphis Grizzlies,117,Box Score,,16748,2:13,FedEx Forum,
Wed Feb 15 2023,8:00p,Houston Rockets,96,Oklahoma City Thunder,133,Box Score,,14988,2:25,Paycom Center,
Wed Feb 15 2023,9:00p,Dallas Mavericks,109,Denver Nuggets,118,Box Score,,19627,2:03,Ball Arena,
Wed Feb 15 2023,10:00p,New Orleans Pelicans,102,Los Angeles Lakers,120,Box Score,,18997,2:24,Crypto.com Arena,
Thu Feb 16 2023,7:30p,Milwaukee Bucks,112,Chicago Bulls,100,Box Score,,20308,2:11,United Center,
Thu Feb 16 2023,8:00p,Washington Wizards,114,Minnesota Timberwolves,106,Box Score,,17136,2:09,Target Center,
Thu Feb 16 2023,10:00p,Los Angeles Clippers,116,Phoenix Suns,107,Box Score,,17071,2:18,Footprint Center,
Thu Feb 23 2023,7:00p,Denver Nuggets,115,Cleveland Cavaliers,109,Box Score,,19432,2:09,Rocket Mortgage Fieldhouse,
Thu Feb 23 2023,7:00p,Boston Celtics,142,Indiana Pacers,138,Box Score,OT,16125,2:27,Gainbridge Fieldhouse,
Thu Feb 23 2023,7:00p,Detroit Pistons,106,Orlando Magic,108,Box Score,,18846,2:20,Amway Center,
Thu Feb 23 2023,7:30p,Memphis Grizzlies,105,Philadelphia 76ers,110,Box Score,,21205,2:42,Wells Fargo Center,
Thu Feb 23 2023,7:30p,New Orleans Pelicans,110,Toronto Raptors,115,Box Score,,19800,2:09,Scotiabank Arena,
Thu Feb 23 2023,8:30p,San Antonio Spurs,116,Dallas Mavericks,142,Box Score,,20287,,American Airlines Center,
Thu Feb 23 2023,9:00p,Oklahoma City Thunder,119,Utah Jazz,120,Box Score,OT,18206,2:29,Vivint Arena,
Thu Feb 23 2023,10:00p,Golden State Warriors,111,Los Angeles Lakers,124,Box Score,,18997,,Crypto.com Arena,
Thu Feb 23 2023,10:00p,Portland Trail Blazers,116,Sacramento Kings,133,Box Score,,18041,2:06,Golden 1 Center,
Fri Feb 24 2023,7:00p,New York Knicks,115,Washington Wizards,109,Box Score,,20476,2:14,Capital One Arena,
Fri Feb 24 2023,7:30p,Cleveland Cavaliers,119,Atlanta Hawks,136,Box Score,,18065,2:15,State Farm Arena,
Fri Feb 24 2023,7:30p,Miami Heat,99,Milwaukee Bucks,128,Box Score,,17676,2:10,Fiserv Forum,
Fri Feb 24 2023,8:00p,Brooklyn Nets,87,Chicago Bulls,131,Box Score,,21286,2:06,United Center,
Fri Feb 24 2023,8:00p,Charlotte Hornets,121,Minnesota Timberwolves,113,Box Score,,17136,2:14,Target Center,
Fri Feb 24 2023,10:00p,Houston Rockets,101,Golden State Warriors,116,Box Score,,18064,2:07,Chase Center,
Fri Feb 24 2023,10:00p,Oklahoma City Thunder,115,Phoenix Suns,124,Box Score,,17071,2:21,Footprint Center,
Fri Feb 24 2023,10:30p,Sacramento Kings,176,Los Angeles Clippers,175,Box Score,2OT,19068,2:48,Crypto.com Arena,
Sat Feb 25 2023,12:00p,Toronto Raptors,95,Detroit Pistons,91,Box Score,,20190,2:18,Little Caesars Arena,
Sat Feb 25 2023,7:00p,Miami Heat,103,Charlotte Hornets,108,Box Score,,19109,2:19,Spectrum Center,
Sat Feb 25 2023,7:00p,Indiana Pacers,121,Orlando Magic,108,Box Score,,19231,2:17,Amway Center,
Sat Feb 25 2023,7:30p,New Orleans Pelicans,106,New York Knicks,128,Box Score,,19812,2:21,Madison Square Garden (IV),
Sat Feb 25 2023,8:00p,Denver Nuggets,94,Memphis Grizzlies,112,Box Score,,18302,1:58,FedEx Forum,
Sat Feb 25 2023,8:30p,Boston Celtics,110,Philadelphia 76ers,107,Box Score,,20993,2:21,Wells Fargo Center,
Sat Feb 25 2023,9:00p,San Antonio Spurs,102,Utah Jazz,118,Box Score,,18206,2:07,Vivint Arena,
Sun Feb 26 2023,1:00p,Phoenix Suns,101,Milwaukee Bucks,104,Box Score,,17636,2:30,Fiserv Forum,
Sun Feb 26 2023,3:00p,Brooklyn Nets,127,Atlanta Hawks,129,Box Score,,16983,2:20,State Farm Arena,
Sun Feb 26 2023,3:30p,Washington Wizards,82,Chicago Bulls,102,Box Score,,21106,2:11,United Center,
Sun Feb 26 2023,3:30p,Los Angeles Lakers,111,Dallas Mavericks,108,Box Score,,20411,2:29,American Airlines Center,
Sun Feb 26 2023,6:00p,Toronto Raptors,93,Cleveland Cavaliers,118,Box Score,,19432,2:04,Rocket Mortgage Fieldhouse,
Sun Feb 26 2023,7:00p,Sacramento Kings,124,Oklahoma City Thunder,115,Box Score,,15147,2:16,Paycom Center,
Sun Feb 26 2023,7:30p,Minnesota Timberwolves,104,Golden State Warriors,109,Box Score,,18064,2:28,Chase Center,
Sun Feb 26 2023,9:00p,Houston Rockets,114,Portland Trail Blazers,131,Box Score,,19215,2:18,Moda Center,
Sun Feb 26 2023,10:00p,Los Angeles Clippers,124,Denver Nuggets,134,Box Score,OT,19689,2:45,Ball Arena,
Mon Feb 27 2023,7:00p,Detroit Pistons,106,Charlotte Hornets,117,Box Score,,14184,2:04,Spectrum Center,
Mon Feb 27 2023,7:00p,Miami Heat,101,Philadelphia 76ers,99,Box Score,,20859,2:15,Wells Fargo Center,
Mon Feb 27 2023,7:30p,Boston Celtics,94,New York Knicks,109,Box Score,,19812,2:21,Madison Square Garden (IV),
Mon Feb 27 2023,8:00p,Orlando Magic,101,New Orleans Pelicans,93,Box Score,,16038,2:20,Smoothie King Center,
Tue Feb 28 2023,7:30p,Washington Wizards,119,Atlanta Hawks,116,Box Score,,17395,2:12,State Farm Arena,
Tue Feb 28 2023,7:30p,Milwaukee Bucks,118,Brooklyn Nets,104,Box Score,,17732,2:11,Barclays Center,
Tue Feb 28 2023,7:30p,Los Angeles Lakers,109,Memphis Grizzlies,121,Box Score,,17794,2:17,FedEx Forum,
Tue Feb 28 2023,7:30p,Chicago Bulls,98,Toronto Raptors,104,Box Score,,19800,2:09,Scotiabank Arena,
Tue Feb 28 2023,8:00p,Denver Nuggets,133,Houston Rockets,112,Box Score,,15368,1:58,Toyota Center,
Tue Feb 28 2023,8:00p,Sacramento Kings,123,Oklahoma City Thunder,117,Box Score,,13353,2:16,Paycom Center,
Tue Feb 28 2023,8:30p,Indiana Pacers,124,Dallas Mavericks,122,Box Score,,20277,2:21,American Airlines Center,
Tue Feb 28 2023,9:00p,San Antonio Spurs,102,Utah Jazz,94,Box Score,,18206,2:14,Vivint Arena,
Tue Feb 28 2023,10:00p,Portland Trail Blazers,105,Golden State Warriors,123,Box Score,,18064,2:11,Chase Center,
Tue Feb 28 2023,10:00p,Minnesota Timberwolves,108,Los Angeles Clippers,101,Box Score,,17022,2:21,Crypto.com Arena,
