Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Thu Nov 3 2022,8:00p,Denver Nuggets,122,Oklahoma City Thunder,110,Box Score,,13791,2:05,Paycom Center,
Fri Nov 4 2022,7:00p,Cleveland Cavaliers,112,Detroit Pistons,88,Box Score,,18744,2:07,Little Caesars Arena,
Fri Nov 4 2022,7:00p,Miami Heat,99,Indiana Pacers,101,Box Score,,13141,2:22,Gainbridge Fieldhouse,
Fri Nov 4 2022,7:00p,New York Knicks,106,Philadelphia 76ers,104,Box Score,,20679,2:20,Wells Fargo Center,
Fri Nov 4 2022,7:00p,Brooklyn Nets,128,Washington Wizards,86,Box Score,,17258,2:06,Capital One Arena,
Fri Nov 4 2022,7:30p,Chicago Bulls,119,Boston Celtics,123,Box Score,,19156,2:31,TD Garden,
Fri Nov 4 2022,8:00p,Charlotte Hornets,99,Memphis Grizzlies,130,Box Score,,17187,2:07,FedEx Forum,
Fri Nov 4 2022,8:00p,Los Angeles Clippers,113,San Antonio Spurs,106,Box Score,,12603,,AT&T Center,
Fri Nov 4 2022,8:30p,Toronto Raptors,110,Dallas Mavericks,111,Box Score,,20177,2:21,American Airlines Center,
Fri Nov 4 2022,8:30p,Golden State Warriors,105,New Orleans Pelicans,114,Box Score,,18451,2:15,Smoothie King Center,
Fri Nov 4 2022,10:00p,Milwaukee Bucks,115,Minnesota Timberwolves,102,Box Score,,17136,2:21,Target Center,
Fri Nov 4 2022,10:00p,Portland Trail Blazers,108,Phoenix Suns,106,Box Score,,17071,2:14,Footprint Center,
Fri Nov 4 2022,10:30p,Utah Jazz,130,Los Angeles Lakers,116,Box Score,,18997,2:09,Crypto.com Arena,
Sat Nov 5 2022,5:00p,Sacramento Kings,126,Orlando Magic,123,Box Score,OT,18846,2:34,Amway Center,
Sat Nov 5 2022,7:00p,Brooklyn Nets,98,Charlotte Hornets,94,Box Score,,19398,2:17,Spectrum Center,
Sat Nov 5 2022,7:30p,New Orleans Pelicans,121,Atlanta Hawks,124,Box Score,OT,17654,2:32,State Farm Arena,
Sat Nov 5 2022,7:30p,Boston Celtics,133,New York Knicks,118,Box Score,,19812,2:04,Madison Square Garden (IV),
Sat Nov 5 2022,8:00p,Oklahoma City Thunder,94,Milwaukee Bucks,108,Box Score,,17713,2:06,Fiserv Forum,
Sat Nov 5 2022,8:00p,Houston Rockets,117,Minnesota Timberwolves,129,Box Score,,16412,2:16,Target Center,
Sat Nov 5 2022,9:00p,San Antonio Spurs,101,Denver Nuggets,126,Box Score,,19641,1:59,Ball Arena,
Sat Nov 5 2022,10:00p,Portland Trail Blazers,82,Phoenix Suns,102,Box Score,,17071,2:18,Footprint Center,
Sun Nov 6 2022,3:30p,Cleveland Cavaliers,114,Los Angeles Lakers,100,Box Score,,18997,2:18,Crypto.com Arena,
Sun Nov 6 2022,6:00p,Washington Wizards,97,Memphis Grizzlies,103,Box Score,,16877,2:07,FedEx Forum,
Sun Nov 6 2022,6:00p,Chicago Bulls,104,Toronto Raptors,113,Box Score,,19800,2:03,Scotiabank Arena,
Sun Nov 6 2022,10:00p,Utah Jazz,110,Los Angeles Clippers,102,Box Score,,16111,2:12,Crypto.com Arena,
Mon Nov 7 2022,7:00p,Washington Wizards,108,Charlotte Hornets,100,Box Score,,13712,2:12,Spectrum Center,
Mon Nov 7 2022,7:15p,Houston Rockets,134,Orlando Magic,127,Box Score,,15441,2:24,Amway Center,
Mon Nov 7 2022,7:30p,Oklahoma City Thunder,103,Detroit Pistons,112,Box Score,,16223,2:13,Little Caesars Arena,
Mon Nov 7 2022,7:45p,New Orleans Pelicans,122,Indiana Pacers,129,Box Score,,14052,2:12,Gainbridge Fieldhouse,
Mon Nov 7 2022,8:00p,Phoenix Suns,88,Philadelphia 76ers,100,Box Score,,20347,2:18,Wells Fargo Center,
Mon Nov 7 2022,8:15p,Milwaukee Bucks,98,Atlanta Hawks,117,Box Score,,17494,2:11,State Farm Arena,
Mon Nov 7 2022,8:30p,Portland Trail Blazers,110,Miami Heat,107,Box Score,,19600,2:11,Kaseya Center,
Mon Nov 7 2022,8:45p,Toronto Raptors,97,Chicago Bulls,111,Box Score,,21142,2:11,United Center,
Mon Nov 7 2022,9:00p,Boston Celtics,109,Memphis Grizzlies,106,Box Score,,17371,2:08,FedEx Forum,
Mon Nov 7 2022,9:15p,New York Knicks,120,Minnesota Timberwolves,107,Box Score,,14524,2:17,Target Center,
Mon Nov 7 2022,9:30p,Denver Nuggets,115,San Antonio Spurs,109,Box Score,,11574,2:10,AT&T Center,
Mon Nov 7 2022,9:45p,Brooklyn Nets,94,Dallas Mavericks,96,Box Score,,20011,2:19,American Airlines Center,
Mon Nov 7 2022,10:00p,Sacramento Kings,113,Golden State Warriors,116,Box Score,,18064,2:22,Chase Center,
Mon Nov 7 2022,10:15p,Los Angeles Lakers,116,Utah Jazz,139,Box Score,,18206,2:12,Vivint Arena,
Mon Nov 7 2022,10:30p,Cleveland Cavaliers,117,Los Angeles Clippers,119,Box Score,,16516,2:19,Crypto.com Arena,
Wed Nov 9 2022,5:30p,Dallas Mavericks,87,Orlando Magic,94,Box Score,,18165,2:09,Amway Center,
Wed Nov 9 2022,7:00p,Portland Trail Blazers,105,Charlotte Hornets,95,Box Score,,14774,2:10,Spectrum Center,
Wed Nov 9 2022,7:00p,Denver Nuggets,122,Indiana Pacers,119,Box Score,,14069,2:13,Gainbridge Fieldhouse,
Wed Nov 9 2022,7:30p,Utah Jazz,125,Atlanta Hawks,119,Box Score,,15845,2:02,State Farm Arena,
Wed Nov 9 2022,7:30p,Detroit Pistons,112,Boston Celtics,128,Box Score,,19156,2:12,TD Garden,
Wed Nov 9 2022,7:30p,New York Knicks,85,Brooklyn Nets,112,Box Score,,18156,2:09,Barclays Center,
Wed Nov 9 2022,7:30p,Houston Rockets,109,Toronto Raptors,116,Box Score,,19800,2:13,Scotiabank Arena,
Wed Nov 9 2022,8:00p,New Orleans Pelicans,115,Chicago Bulls,111,Box Score,,19621,2:19,United Center,
Wed Nov 9 2022,8:00p,Phoenix Suns,129,Minnesota Timberwolves,117,Box Score,,16062,2:13,Target Center,
Wed Nov 9 2022,8:00p,Milwaukee Bucks,136,Oklahoma City Thunder,132,Box Score,2OT,15180,2:56,Paycom Center,
Wed Nov 9 2022,8:00p,Memphis Grizzlies,124,San Antonio Spurs,122,Box Score,OT,13507,2:28,AT&T Center,
Wed Nov 9 2022,10:00p,Los Angeles Lakers,101,Los Angeles Clippers,114,Box Score,,19068,2:13,Crypto.com Arena,
Wed Nov 9 2022,10:00p,Cleveland Cavaliers,120,Sacramento Kings,127,Box Score,,13816,2:13,Golden 1 Center,
Thu Nov 10 2022,7:00p,Dallas Mavericks,105,Washington Wizards,113,Box Score,,18320,2:11,Capital One Arena,
Thu Nov 10 2022,7:30p,Philadelphia 76ers,95,Atlanta Hawks,104,Box Score,,16066,2:19,State Farm Arena,
Thu Nov 10 2022,7:30p,Charlotte Hornets,112,Miami Heat,117,Box Score,OT,19600,2:39,Kaseya Center,
Thu Nov 10 2022,8:00p,Portland Trail Blazers,106,New Orleans Pelicans,95,Box Score,,14289,2:10,Smoothie King Center,
Fri Nov 11 2022,7:00p,Denver Nuggets,112,Boston Celtics,131,Box Score,,19156,2:11,TD Garden,
Fri Nov 11 2022,7:00p,Phoenix Suns,97,Orlando Magic,114,Box Score,,15879,2:03,Amway Center,
Fri Nov 11 2022,7:30p,Detroit Pistons,112,New York Knicks,121,Box Score,,19812,2:25,Madison Square Garden (IV),
Fri Nov 11 2022,8:00p,Toronto Raptors,113,Oklahoma City Thunder,132,Box Score,,16104,2:05,Paycom Center,
Fri Nov 11 2022,8:00p,Milwaukee Bucks,93,San Antonio Spurs,111,Box Score,,15642,2:13,AT&T Center,
Fri Nov 11 2022,9:30p,Minnesota Timberwolves,103,Memphis Grizzlies,114,Box Score,,16939,2:16,FedEx Forum,
Fri Nov 11 2022,10:00p,Cleveland Cavaliers,101,Golden State Warriors,106,Box Score,,18064,2:26,Chase Center,
Fri Nov 11 2022,10:30p,Sacramento Kings,120,Los Angeles Lakers,114,Box Score,,17849,2:11,Crypto.com Arena,
Sat Nov 12 2022,4:00p,Brooklyn Nets,110,Los Angeles Clippers,95,Box Score,,17777,2:15,Crypto.com Arena,
Sat Nov 12 2022,6:00p,Utah Jazz,112,Washington Wizards,121,Box Score,,13673,2:07,Capital One Arena,
Sat Nov 12 2022,7:00p,Boston Celtics,117,Detroit Pistons,108,Box Score,,20190,2:10,Little Caesars Arena,
Sat Nov 12 2022,7:00p,Toronto Raptors,104,Indiana Pacers,118,Box Score,,13089,2:17,Gainbridge Fieldhouse,
Sat Nov 12 2022,7:30p,Atlanta Hawks,109,Philadelphia 76ers,121,Box Score,,20245,2:26,Wells Fargo Center,
Sat Nov 12 2022,8:00p,Charlotte Hornets,115,Miami Heat,132,Box Score,,19600,2:09,Kaseya Center,
Sat Nov 12 2022,8:30p,Portland Trail Blazers,112,Dallas Mavericks,117,Box Score,,20277,2:13,American Airlines Center,
Sat Nov 12 2022,8:30p,Houston Rockets,106,New Orleans Pelicans,119,Box Score,,15367,2:14,Smoothie King Center,
Sun Nov 13 2022,12:00p,Oklahoma City Thunder,145,New York Knicks,135,Box Score,,18325,2:14,Madison Square Garden (IV),
Sun Nov 13 2022,6:00p,Minnesota Timberwolves,129,Cleveland Cavaliers,124,Box Score,,19432,2:31,Rocket Mortgage Fieldhouse,
Sun Nov 13 2022,6:00p,Memphis Grizzlies,92,Washington Wizards,102,Box Score,,17667,2:13,Capital One Arena,
Sun Nov 13 2022,7:30p,Utah Jazz,98,Philadelphia 76ers,105,Box Score,,19761,2:21,Wells Fargo Center,
Sun Nov 13 2022,8:00p,Denver Nuggets,126,Chicago Bulls,103,Box Score,,21602,2:05,United Center,
Sun Nov 13 2022,9:00p,Golden State Warriors,115,Sacramento Kings,122,Box Score,,16410,2:12,Golden 1 Center,
Sun Nov 13 2022,9:30p,Brooklyn Nets,103,Los Angeles Lakers,116,Box Score,,18040,2:15,Crypto.com Arena,
Mon Nov 14 2022,7:00p,Toronto Raptors,115,Detroit Pistons,111,Box Score,,16988,2:24,Little Caesars Arena,
Mon Nov 14 2022,7:00p,Charlotte Hornets,112,Orlando Magic,105,Box Score,,15018,2:17,Amway Center,
Mon Nov 14 2022,7:30p,Oklahoma City Thunder,122,Boston Celtics,126,Box Score,,19156,2:15,TD Garden,
Mon Nov 14 2022,7:30p,Phoenix Suns,112,Miami Heat,113,Box Score,,19600,2:09,Kaseya Center,
Mon Nov 14 2022,8:00p,Los Angeles Clippers,122,Houston Rockets,106,Box Score,,16098,2:18,Toyota Center,
Mon Nov 14 2022,8:00p,Atlanta Hawks,121,Milwaukee Bucks,106,Box Score,,17341,2:21,Fiserv Forum,
Mon Nov 14 2022,10:00p,San Antonio Spurs,95,Golden State Warriors,132,Box Score,,18064,2:10,Chase Center,
Tue Nov 15 2022,7:30p,Memphis Grizzlies,102,New Orleans Pelicans,113,Box Score,,14032,2:13,Smoothie King Center,
Tue Nov 15 2022,8:30p,Los Angeles Clippers,101,Dallas Mavericks,103,Box Score,,19810,2:22,American Airlines Center,
Tue Nov 15 2022,9:00p,New York Knicks,118,Utah Jazz,111,Box Score,,18206,2:11,Vivint Arena,
Tue Nov 15 2022,10:00p,San Antonio Spurs,110,Portland Trail Blazers,117,Box Score,,19012,2:12,Moda Center,
Tue Nov 15 2022,10:00p,Brooklyn Nets,121,Sacramento Kings,153,Box Score,,17611,2:21,Golden 1 Center,
Wed Nov 16 2022,7:00p,Indiana Pacers,125,Charlotte Hornets,113,Box Score,,14756,2:15,Spectrum Center,
Wed Nov 16 2022,7:00p,Minnesota Timberwolves,126,Orlando Magic,108,Box Score,,16527,2:07,Amway Center,
Wed Nov 16 2022,7:00p,Oklahoma City Thunder,121,Washington Wizards,120,Box Score,,12630,2:15,Capital One Arena,
Wed Nov 16 2022,7:30p,Boston Celtics,126,Atlanta Hawks,101,Box Score,,18165,2:03,State Farm Arena,
Wed Nov 16 2022,7:30p,Miami Heat,104,Toronto Raptors,112,Box Score,,19800,2:16,Scotiabank Arena,
Wed Nov 16 2022,8:00p,Cleveland Cavaliers,98,Milwaukee Bucks,113,Box Score,,17341,2:07,Fiserv Forum,
Wed Nov 16 2022,8:00p,Chicago Bulls,110,New Orleans Pelicans,124,Box Score,,14658,2:12,Smoothie King Center,
Wed Nov 16 2022,8:30p,Houston Rockets,101,Dallas Mavericks,92,Box Score,,19602,2:11,American Airlines Center,
Wed Nov 16 2022,10:00p,New York Knicks,106,Denver Nuggets,103,Box Score,,18210,2:17,Ball Arena,
Wed Nov 16 2022,10:00p,Golden State Warriors,119,Phoenix Suns,130,Box Score,,17071,2:18,Footprint Center,
Thu Nov 17 2022,10:00p,Brooklyn Nets,109,Portland Trail Blazers,107,Box Score,,19393,2:27,Moda Center,
Thu Nov 17 2022,10:00p,San Antonio Spurs,112,Sacramento Kings,130,Box Score,,16522,2:09,Golden 1 Center,
Thu Nov 17 2022,10:30p,Detroit Pistons,91,Los Angeles Clippers,96,Box Score,,17822,2:30,Crypto.com Arena,
Fri Nov 18 2022,7:00p,Miami Heat,106,Washington Wizards,107,Box Score,OT,18772,2:31,Capital One Arena,
Fri Nov 18 2022,7:30p,Charlotte Hornets,122,Cleveland Cavaliers,132,Box Score,2OT,19432,2:53,Rocket Mortgage Fieldhouse,
Fri Nov 18 2022,7:30p,Milwaukee Bucks,102,Philadelphia 76ers,110,Box Score,,19769,2:24,Wells Fargo Center,
Fri Nov 18 2022,8:00p,Orlando Magic,108,Chicago Bulls,107,Box Score,,21031,2:18,United Center,
Fri Nov 18 2022,8:00p,Indiana Pacers,99,Houston Rockets,91,Box Score,,15882,2:34,Toyota Center,
Fri Nov 18 2022,8:00p,Oklahoma City Thunder,110,Memphis Grizzlies,121,Box Score,,17324,2:13,FedEx Forum,
Fri Nov 18 2022,8:30p,Denver Nuggets,99,Dallas Mavericks,127,Box Score,,20135,2:04,American Airlines Center,
Fri Nov 18 2022,8:30p,Boston Celtics,117,New Orleans Pelicans,109,Box Score,,17828,2:01,Smoothie King Center,
Fri Nov 18 2022,9:00p,Phoenix Suns,133,Utah Jazz,134,Box Score,,18206,2:16,Vivint Arena,
Fri Nov 18 2022,10:00p,New York Knicks,101,Golden State Warriors,111,Box Score,,18064,2:20,Chase Center,
Fri Nov 18 2022,10:30p,Detroit Pistons,121,Los Angeles Lakers,128,Box Score,,18095,2:25,Crypto.com Arena,
Sat Nov 19 2022,6:00p,Toronto Raptors,122,Atlanta Hawks,124,Box Score,OT,18051,2:40,State Farm Arena,
Sat Nov 19 2022,7:00p,Orlando Magic,113,Indiana Pacers,114,Box Score,,14478,2:11,Gainbridge Fieldhouse,
Sat Nov 19 2022,7:30p,Minnesota Timberwolves,112,Philadelphia 76ers,109,Box Score,,20515,2:23,Wells Fargo Center,
Sat Nov 19 2022,10:00p,Utah Jazz,118,Portland Trail Blazers,113,Box Score,,19595,2:18,Moda Center,
Sat Nov 19 2022,10:30p,San Antonio Spurs,97,Los Angeles Clippers,119,Box Score,,18581,2:02,Crypto.com Arena,
Sun Nov 20 2022,3:30p,New York Knicks,95,Phoenix Suns,116,Box Score,,17071,2:04,Footprint Center,
Sun Nov 20 2022,6:00p,Detroit Pistons,129,Sacramento Kings,137,Box Score,,17866,2:29,Golden 1 Center,
Sun Nov 20 2022,6:00p,Charlotte Hornets,102,Washington Wizards,106,Box Score,,14289,2:17,Capital One Arena,
Sun Nov 20 2022,7:00p,Memphis Grizzlies,115,Brooklyn Nets,127,Box Score,,18241,2:12,Barclays Center,
Sun Nov 20 2022,7:00p,Miami Heat,87,Cleveland Cavaliers,113,Box Score,,19432,2:06,Rocket Mortgage Fieldhouse,
Sun Nov 20 2022,7:00p,Golden State Warriors,127,Houston Rockets,120,Box Score,,18055,2:09,Toyota Center,
Sun Nov 20 2022,7:30p,Denver Nuggets,98,Dallas Mavericks,97,Box Score,,20244,2:12,American Airlines Center,
Sun Nov 20 2022,9:30p,San Antonio Spurs,92,Los Angeles Lakers,123,Box Score,,18211,2:02,Crypto.com Arena,
Mon Nov 21 2022,7:00p,Atlanta Hawks,102,Cleveland Cavaliers,114,Box Score,,19432,2:16,Rocket Mortgage Fieldhouse,
Mon Nov 21 2022,7:00p,Orlando Magic,102,Indiana Pacers,123,Box Score,,14029,2:20,Gainbridge Fieldhouse,
Mon Nov 21 2022,8:00p,Boston Celtics,107,Chicago Bulls,121,Box Score,,20786,2:05,United Center,
Mon Nov 21 2022,8:00p,Portland Trail Blazers,111,Milwaukee Bucks,119,Box Score,,17341,2:13,Fiserv Forum,
Mon Nov 21 2022,8:00p,Miami Heat,101,Minnesota Timberwolves,105,Box Score,,16583,2:21,Target Center,
Mon Nov 21 2022,8:00p,Golden State Warriors,83,New Orleans Pelicans,128,Box Score,,18589,2:05,Smoothie King Center,
Mon Nov 21 2022,8:00p,New York Knicks,129,Oklahoma City Thunder,119,Box Score,,15079,2:11,Paycom Center,
Mon Nov 21 2022,10:30p,Utah Jazz,114,Los Angeles Clippers,121,Box Score,,19068,2:13,Crypto.com Arena,
Tue Nov 22 2022,7:30p,Brooklyn Nets,106,Philadelphia 76ers,115,Box Score,,20184,2:17,Wells Fargo Center,
Tue Nov 22 2022,8:00p,Sacramento Kings,113,Memphis Grizzlies,109,Box Score,,16826,2:27,FedEx Forum,
Tue Nov 22 2022,9:00p,Detroit Pistons,110,Denver Nuggets,108,Box Score,,19635,2:18,Ball Arena,
Tue Nov 22 2022,10:00p,Los Angeles Lakers,105,Phoenix Suns,115,Box Score,,17071,2:19,Footprint Center,
Wed Nov 23 2022,7:00p,Philadelphia 76ers,101,Charlotte Hornets,107,Box Score,,16910,2:12,Spectrum Center,
Wed Nov 23 2022,7:00p,Portland Trail Blazers,96,Cleveland Cavaliers,114,Box Score,,19432,2:09,Rocket Mortgage Fieldhouse,
Wed Nov 23 2022,7:00p,Minnesota Timberwolves,115,Indiana Pacers,101,Box Score,,15751,2:13,Gainbridge Fieldhouse,
Wed Nov 23 2022,7:30p,Sacramento Kings,106,Atlanta Hawks,115,Box Score,,18173,2:10,State Farm Arena,
Wed Nov 23 2022,7:30p,Dallas Mavericks,112,Boston Celtics,125,Box Score,,19156,2:10,TD Garden,
Wed Nov 23 2022,7:30p,Washington Wizards,105,Miami Heat,113,Box Score,,19600,2:15,Kaseya Center,
Wed Nov 23 2022,7:30p,Brooklyn Nets,112,Toronto Raptors,98,Box Score,,19800,2:04,Scotiabank Arena,
Wed Nov 23 2022,8:00p,Chicago Bulls,118,Milwaukee Bucks,113,Box Score,,17341,2:23,Fiserv Forum,
Wed Nov 23 2022,8:00p,Denver Nuggets,131,Oklahoma City Thunder,126,Box Score,OT,13656,2:36,Paycom Center,
Wed Nov 23 2022,8:00p,New Orleans Pelicans,129,San Antonio Spurs,110,Box Score,,14947,2:11,AT&T Center,
Wed Nov 23 2022,9:00p,Detroit Pistons,125,Utah Jazz,116,Box Score,,18206,2:08,Vivint Arena,
Wed Nov 23 2022,10:00p,Los Angeles Clippers,107,Golden State Warriors,124,Box Score,,18064,2:18,Chase Center,
Fri Nov 25 2022,5:00p,Minnesota Timberwolves,108,Charlotte Hornets,110,Box Score,,17924,2:20,Spectrum Center,
Fri Nov 25 2022,7:00p,Philadelphia 76ers,107,Orlando Magic,99,Box Score,,15384,2:12,Amway Center,
Fri Nov 25 2022,7:30p,Portland Trail Blazers,132,New York Knicks,129,Box Score,OT,19812,2:49,Madison Square Garden (IV),
Fri Nov 25 2022,8:00p,Sacramento Kings,104,Boston Celtics,122,Box Score,,19156,2:09,TD Garden,
Fri Nov 25 2022,8:00p,Atlanta Hawks,122,Houston Rockets,128,Box Score,,16669,2:29,Toyota Center,
Fri Nov 25 2022,8:00p,Brooklyn Nets,117,Indiana Pacers,128,Box Score,,15404,2:20,Gainbridge Fieldhouse,
Fri Nov 25 2022,8:00p,New Orleans Pelicans,111,Memphis Grizzlies,132,Box Score,,17794,2:13,FedEx Forum,
Fri Nov 25 2022,8:00p,Washington Wizards,107,Miami Heat,110,Box Score,,19600,2:19,Kaseya Center,
Fri Nov 25 2022,8:00p,Cleveland Cavaliers,102,Milwaukee Bucks,117,Box Score,,17447,2:11,Fiserv Forum,
Fri Nov 25 2022,8:00p,Chicago Bulls,119,Oklahoma City Thunder,123,Box Score,OT,16082,2:31,Paycom Center,
Fri Nov 25 2022,8:00p,Los Angeles Lakers,105,San Antonio Spurs,94,Box Score,,18354,2:05,AT&T Center,
Fri Nov 25 2022,9:00p,Detroit Pistons,102,Phoenix Suns,108,Box Score,,17071,2:13,Footprint Center,
Fri Nov 25 2022,10:00p,Utah Jazz,118,Golden State Warriors,129,Box Score,,18064,2:06,Chase Center,
Fri Nov 25 2022,10:30p,Denver Nuggets,114,Los Angeles Clippers,104,Box Score,,16559,2:18,Crypto.com Arena,
Sat Nov 26 2022,5:00p,Dallas Mavericks,100,Toronto Raptors,105,Box Score,,19800,2:24,Scotiabank Arena,
Sat Nov 26 2022,8:00p,Oklahoma City Thunder,105,Houston Rockets,118,Box Score,,15151,2:09,Toyota Center,
Sat Nov 26 2022,8:00p,Los Angeles Lakers,143,San Antonio Spurs,138,Box Score,,18354,2:21,AT&T Center,
Sat Nov 26 2022,9:00p,Utah Jazz,112,Phoenix Suns,113,Box Score,,17071,2:06,Footprint Center,
Sun Nov 27 2022,3:00p,Portland Trail Blazers,97,Brooklyn Nets,111,Box Score,,17732,2:09,Barclays Center,
Sun Nov 27 2022,3:30p,Golden State Warriors,137,Minnesota Timberwolves,114,Box Score,,17136,2:17,Target Center,
Sun Nov 27 2022,4:00p,Indiana Pacers,100,Los Angeles Clippers,114,Box Score,,16805,2:16,Crypto.com Arena,
Sun Nov 27 2022,5:00p,Miami Heat,106,Atlanta Hawks,98,Box Score,,17268,2:06,State Farm Arena,
Sun Nov 27 2022,6:00p,Washington Wizards,121,Boston Celtics,130,Box Score,,19156,2:08,TD Garden,
Sun Nov 27 2022,6:00p,Cleveland Cavaliers,102,Detroit Pistons,94,Box Score,,18240,2:19,Little Caesars Arena,
Sun Nov 27 2022,6:00p,Memphis Grizzlies,127,New York Knicks,123,Box Score,,19524,2:28,Madison Square Garden (IV),
Sun Nov 27 2022,6:00p,Philadelphia 76ers,133,Orlando Magic,103,Box Score,,16218,2:10,Amway Center,
Sun Nov 27 2022,8:00p,Dallas Mavericks,115,Milwaukee Bucks,124,Box Score,,17341,2:13,Fiserv Forum,
Mon Nov 28 2022,7:00p,Atlanta Hawks,101,Philadelphia 76ers,104,Box Score,,19778,2:18,Wells Fargo Center,
Mon Nov 28 2022,7:00p,Minnesota Timberwolves,127,Washington Wizards,142,Box Score,,13515,2:17,Capital One Arena,
Mon Nov 28 2022,7:30p,Charlotte Hornets,105,Boston Celtics,140,Box Score,,19156,1:56,TD Garden,
Mon Nov 28 2022,7:30p,Orlando Magic,102,Brooklyn Nets,109,Box Score,,15704,2:04,Barclays Center,
Mon Nov 28 2022,7:30p,Cleveland Cavaliers,88,Toronto Raptors,100,Box Score,,19800,2:00,Scotiabank Arena,
Mon Nov 28 2022,8:00p,Oklahoma City Thunder,101,New Orleans Pelicans,105,Box Score,,13109,2:20,Smoothie King Center,
Mon Nov 28 2022,9:00p,Houston Rockets,113,Denver Nuggets,129,Box Score,,16027,2:13,Ball Arena,
Mon Nov 28 2022,9:00p,Chicago Bulls,114,Utah Jazz,107,Box Score,,18206,2:07,Vivint Arena,
Mon Nov 28 2022,10:00p,Phoenix Suns,122,Sacramento Kings,117,Box Score,,16407,2:10,Golden 1 Center,
Mon Nov 28 2022,10:30p,Indiana Pacers,116,Los Angeles Lakers,115,Box Score,,16034,2:18,Crypto.com Arena,
Tue Nov 29 2022,7:00p,New York Knicks,140,Detroit Pistons,110,Box Score,,14864,2:03,Little Caesars Arena,
Tue Nov 29 2022,7:30p,Golden State Warriors,113,Dallas Mavericks,116,Box Score,,20277,2:32,American Airlines Center,
Tue Nov 29 2022,10:00p,Los Angeles Clippers,118,Portland Trail Blazers,112,Box Score,,17251,2:25,Moda Center,
Wed Nov 30 2022,7:00p,Philadelphia 76ers,85,Cleveland Cavaliers,113,Box Score,,19432,2:03,Rocket Mortgage Fieldhouse,
Wed Nov 30 2022,7:00p,Atlanta Hawks,125,Orlando Magic,108,Box Score,,15344,2:08,Amway Center,
Wed Nov 30 2022,7:30p,Miami Heat,121,Boston Celtics,134,Box Score,,19156,2:01,TD Garden,
Wed Nov 30 2022,7:30p,Washington Wizards,107,Brooklyn Nets,113,Box Score,,15963,2:22,Barclays Center,
Wed Nov 30 2022,7:30p,Milwaukee Bucks,109,New York Knicks,103,Box Score,,17277,2:18,Madison Square Garden (IV),
Wed Nov 30 2022,8:00p,Memphis Grizzlies,101,Minnesota Timberwolves,109,Box Score,,15980,2:23,Target Center,
Wed Nov 30 2022,8:00p,Toronto Raptors,108,New Orleans Pelicans,126,Box Score,,14845,2:09,Smoothie King Center,
Wed Nov 30 2022,8:00p,San Antonio Spurs,111,Oklahoma City Thunder,119,Box Score,,15605,2:09,Paycom Center,
Wed Nov 30 2022,9:00p,Houston Rockets,100,Denver Nuggets,120,Box Score,,16286,2:03,Ball Arena,
Wed Nov 30 2022,9:00p,Chicago Bulls,113,Phoenix Suns,132,Box Score,,17071,2:11,Footprint Center,
Wed Nov 30 2022,9:00p,Los Angeles Clippers,112,Utah Jazz,125,Box Score,,18206,2:19,Vivint Arena,
Wed Nov 30 2022,10:00p,Indiana Pacers,114,Sacramento Kings,137,Box Score,,17611,2:22,Golden 1 Center,
