Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Fri Apr 7 2023,8:00p,Memphis Grizzlies,137,Milwaukee Bucks,114,Box Score,,18010,2:01,Fiserv Forum,
Fri Apr 7 2023,8:00p,New York Knicks,105,New Orleans Pelicans,113,Box Score,,18656,2:08,Smoothie King Center,
Fri Apr 7 2023,8:30p,Chicago Bulls,115,Dallas Mavericks,112,Box Score,,20313,2:01,American Airlines Center,
Fri Apr 7 2023,10:00p,Golden State Warriors,119,Sacramento Kings,97,Box Score,,18253,2:14,Golden 1 Center,
Fri Apr 7 2023,10:30p,Phoenix Suns,107,Los Angeles Lakers,121,Box Score,,18997,1:59,Crypto.com Arena,
Sat Apr 8 2023,3:30p,Denver Nuggets,114,Utah Jazz,118,Box Score,,18206,2:16,Vivint Arena,
Sat Apr 8 2023,4:00p,Portland Trail Blazers,125,Los Angeles Clippers,136,Box Score,,19068,2:03,Crypto.com Arena,
Sat Apr 8 2023,4:00p,Minnesota Timberwolves,151,San Antonio Spurs,131,Box Score,,16148,2:06,Moody Center,
Sun Apr 9 2023,1:00p,Atlanta Hawks,114,Boston Celtics,120,Box Score,,19156,1:59,TD Garden,
Sun Apr 9 2023,1:00p,Philadelphia 76ers,134,Brooklyn Nets,105,Box Score,,17732,2:06,Barclays Center,
Sun Apr 9 2023,1:00p,Detroit Pistons,81,Chicago Bulls,103,Box Score,,21530,2:04,United Center,
Sun Apr 9 2023,1:00p,Charlotte Hornets,106,Cleveland Cavaliers,95,Box Score,,19432,2:01,Rocket Mortgage Fieldhouse,
Sun Apr 9 2023,1:00p,Orlando Magic,110,Miami Heat,123,Box Score,,19894,2:11,Kaseya Center,
Sun Apr 9 2023,1:00p,Indiana Pacers,141,New York Knicks,136,Box Score,,19812,2:26,Madison Square Garden (IV),
Sun Apr 9 2023,1:00p,Milwaukee Bucks,105,Toronto Raptors,121,Box Score,,19800,1:56,Scotiabank Arena,
Sun Apr 9 2023,1:00p,Houston Rockets,114,Washington Wizards,109,Box Score,,15233,2:05,Capital One Arena,
Sun Apr 9 2023,3:30p,San Antonio Spurs,138,Dallas Mavericks,117,Box Score,,20141,1:54,American Airlines Center,
Sun Apr 9 2023,3:30p,Sacramento Kings,95,Denver Nuggets,109,Box Score,,19652,2:02,Ball Arena,
Sun Apr 9 2023,3:30p,Utah Jazz,117,Los Angeles Lakers,128,Box Score,,18997,2:02,Crypto.com Arena,
Sun Apr 9 2023,3:30p,New Orleans Pelicans,108,Minnesota Timberwolves,113,Box Score,,18978,2:28,Target Center,
Sun Apr 9 2023,3:30p,Memphis Grizzlies,100,Oklahoma City Thunder,115,Box Score,,16601,1:56,Paycom Center,
Sun Apr 9 2023,3:30p,Los Angeles Clippers,119,Phoenix Suns,114,Box Score,,17071,2:16,Footprint Center,
Sun Apr 9 2023,3:30p,Golden State Warriors,157,Portland Trail Blazers,101,Box Score,,19731,1:57,Moda Center,
Tue Apr 11 2023,7:30p,Atlanta Hawks,116,Miami Heat,105,Box Score,,19662,2:21,Kaseya Center,Play-In Game
Tue Apr 11 2023,10:00p,Minnesota Timberwolves,102,Los Angeles Lakers,108,Box Score,OT,18997,2:46,Crypto.com Arena,Play-In Game
Wed Apr 12 2023,7:00p,Chicago Bulls,109,Toronto Raptors,105,Box Score,,19800,2:32,Scotiabank Arena,Play-In Game
Wed Apr 12 2023,9:30p,Oklahoma City Thunder,123,New Orleans Pelicans,118,Box Score,,18715,2:33,Smoothie King Center,Play-In Game
Fri Apr 14 2023,7:00p,Chicago Bulls,91,Miami Heat,102,Box Score,,19678,2:28,Kaseya Center,Play-In Game
Fri Apr 14 2023,9:30p,Oklahoma City Thunder,95,Minnesota Timberwolves,120,Box Score,,19304,2:19,Target Center,Play-In Game
Sat Apr 15 2023,1:00p,Brooklyn Nets,101,Philadelphia 76ers,121,Box Score,,20913,2:14,Wells Fargo Center,
Sat Apr 15 2023,3:30p,Atlanta Hawks,99,Boston Celtics,112,Box Score,,19156,2:14,TD Garden,
Sat Apr 15 2023,6:00p,New York Knicks,101,Cleveland Cavaliers,97,Box Score,,19432,2:26,Rocket Mortgage Fieldhouse,
Sat Apr 15 2023,8:30p,Golden State Warriors,123,Sacramento Kings,126,Box Score,,18253,2:29,Golden 1 Center,
Sun Apr 16 2023,3:00p,Los Angeles Lakers,128,Memphis Grizzlies,112,Box Score,,18487,2:20,FedEx Forum,
Sun Apr 16 2023,5:30p,Miami Heat,130,Milwaukee Bucks,117,Box Score,,17381,2:28,Fiserv Forum,
Sun Apr 16 2023,8:00p,Los Angeles Clippers,115,Phoenix Suns,110,Box Score,,17071,2:31,Footprint Center,
Sun Apr 16 2023,10:30p,Minnesota Timberwolves,80,Denver Nuggets,109,Box Score,,19628,2:21,Ball Arena,
Mon Apr 17 2023,7:30p,Brooklyn Nets,84,Philadelphia 76ers,96,Box Score,,20958,2:20,Wells Fargo Center,
Mon Apr 17 2023,10:00p,Golden State Warriors,106,Sacramento Kings,114,Box Score,,18253,2:34,Golden 1 Center,
Tue Apr 18 2023,7:00p,Atlanta Hawks,106,Boston Celtics,119,Box Score,,19156,2:03,TD Garden,
Tue Apr 18 2023,7:30p,New York Knicks,90,Cleveland Cavaliers,107,Box Score,,19432,2:21,Rocket Mortgage Fieldhouse,
Tue Apr 18 2023,10:00p,Los Angeles Clippers,109,Phoenix Suns,123,Box Score,,17071,2:27,Footprint Center,
Wed Apr 19 2023,7:30p,Los Angeles Lakers,93,Memphis Grizzlies,103,Box Score,,17928,2:24,FedEx Forum,
Wed Apr 19 2023,9:00p,Miami Heat,122,Milwaukee Bucks,138,Box Score,,17576,2:08,Fiserv Forum,
Wed Apr 19 2023,10:00p,Minnesota Timberwolves,113,Denver Nuggets,122,Box Score,,19683,2:29,Ball Arena,
Thu Apr 20 2023,7:30p,Philadelphia 76ers,102,Brooklyn Nets,97,Box Score,,17910,2:28,Barclays Center,
Thu Apr 20 2023,10:00p,Sacramento Kings,97,Golden State Warriors,114,Box Score,,18064,2:24,Chase Center,
Thu Apr 20 2023,10:30p,Phoenix Suns,129,Los Angeles Clippers,124,Box Score,,19068,2:28,Crypto.com Arena,
Fri Apr 21 2023,7:00p,Boston Celtics,122,Atlanta Hawks,130,Box Score,,18536,2:19,State Farm Arena,
Fri Apr 21 2023,8:30p,Cleveland Cavaliers,79,New York Knicks,99,Box Score,,19812,2:14,Madison Square Garden (IV),
Fri Apr 21 2023,9:30p,Denver Nuggets,120,Minnesota Timberwolves,111,Box Score,,19536,2:25,Target Center,
Sat Apr 22 2023,1:00p,Philadelphia 76ers,96,Brooklyn Nets,88,Box Score,,18037,2:19,Barclays Center,
Sat Apr 22 2023,3:30p,Phoenix Suns,112,Los Angeles Clippers,100,Box Score,,19068,2:13,Crypto.com Arena,
Sat Apr 22 2023,7:30p,Milwaukee Bucks,99,Miami Heat,121,Box Score,,19734,2:15,Kaseya Center,
Sat Apr 22 2023,10:00p,Memphis Grizzlies,101,Los Angeles Lakers,111,Box Score,,18997,2:33,Crypto.com Arena,
Sun Apr 23 2023,1:00p,Cleveland Cavaliers,93,New York Knicks,102,Box Score,,19812,2:22,Madison Square Garden (IV),
Sun Apr 23 2023,3:30p,Sacramento Kings,125,Golden State Warriors,126,Box Score,,18064,2:31,Chase Center,
Sun Apr 23 2023,7:00p,Boston Celtics,129,Atlanta Hawks,121,Box Score,,19144,2:28,State Farm Arena,
Sun Apr 23 2023,9:30p,Denver Nuggets,108,Minnesota Timberwolves,114,Box Score,OT,18978,2:44,Target Center,
Mon Apr 24 2023,7:30p,Milwaukee Bucks,114,Miami Heat,119,Box Score,,19614,2:34,Kaseya Center,
Mon Apr 24 2023,10:00p,Memphis Grizzlies,111,Los Angeles Lakers,117,Box Score,OT,18997,2:54,Crypto.com Arena,
Tue Apr 25 2023,7:30p,Atlanta Hawks,119,Boston Celtics,117,Box Score,,19156,2:18,TD Garden,
Tue Apr 25 2023,9:00p,Minnesota Timberwolves,109,Denver Nuggets,112,Box Score,,19691,2:39,Ball Arena,
Tue Apr 25 2023,10:00p,Los Angeles Clippers,130,Phoenix Suns,136,Box Score,,17071,2:34,Footprint Center,
Wed Apr 26 2023,7:00p,New York Knicks,106,Cleveland Cavaliers,95,Box Score,,19432,2:25,Rocket Mortgage Fieldhouse,
Wed Apr 26 2023,7:30p,Los Angeles Lakers,99,Memphis Grizzlies,116,Box Score,,18117,2:15,FedEx Forum,
Wed Apr 26 2023,9:30p,Miami Heat,128,Milwaukee Bucks,126,Box Score,OT,18113,2:58,Fiserv Forum,
Wed Apr 26 2023,10:00p,Golden State Warriors,123,Sacramento Kings,116,Box Score,,18253,2:31,Golden 1 Center,
Thu Apr 27 2023,8:30p,Boston Celtics,128,Atlanta Hawks,120,Box Score,,19176,2:24,State Farm Arena,
Fri Apr 28 2023,8:00p,Sacramento Kings,118,Golden State Warriors,99,Box Score,,18064,2:33,Chase Center,
Fri Apr 28 2023,10:30p,Memphis Grizzlies,85,Los Angeles Lakers,125,Box Score,,18997,2:14,Crypto.com Arena,
Sat Apr 29 2023,8:30p,Phoenix Suns,107,Denver Nuggets,125,Box Score,,19762,2:20,Ball Arena,
Sun Apr 30 2023,1:00p,Miami Heat,108,New York Knicks,101,Box Score,,19812,2:20,Madison Square Garden (IV),
Sun Apr 30 2023,3:30p,Golden State Warriors,120,Sacramento Kings,100,Box Score,,18253,2:29,Golden 1 Center,
